" -F4279,S4280+F859,S860"," -F4279,S4280+F861,S862"," -F4279,S4280+F871,S872"," -F4279,S4280+F874,S875"," -F869,S868+F881,S882"," -F869,S868+F877,S876"," -F866,S867+F878,S879"," -F890,S889+F887,S888"," -F4282,S4283+F863,S864"
3.75,17.82,112.06,121.20,399.55,147.04,1.56,345.01,14.42
4.66,15.99,107.04,115.70,365.78,135.92,1.32,309.53,12.71
4.90,14.96,101.60,110.11,361.94,132.61,1.14,307.83,12.48
4.78,15.39,100.12,108.83,343.34,127.13,1.34,292.01,12.62
54.02,15.12,147.51,155.94,341.82,125.49,1.32,292.08,12.48
5.22,15.93,103.70,113.01,359.95,134.28,1.24,304.21,12.84
5.14,15.35,104.19,112.94,361.24,136.49,1.25,302.56,12.38
5.36,15.34,101.65,110.04,351.29,130.09,1.28,299.54,12.60
4.19,15.99,109.71,118.87,383.94,144.40,1.36,324.75,13.08
4.97,15.57,102.81,111.62,362.87,134.85,1.30,305.79,12.39
4.66,15.18,102.20,110.70,356.16,131.33,1.28,302.72,12.18
5.64,14.86,103.14,111.84,361.58,133.20,1.25,306.77,11.95
6790.10,12.98,6842.60,6795.90,373.38,140.00,1.32,315.66,8.46
201.43,15.67,299.56,308.46,368.02,136.51,1.27,310.07,12.09
5.78,15.76,104.98,113.63,364.92,133.83,1.36,311.89,12.49
7.55,15.96,109.77,119.32,379.37,139.41,1.44,323.58,12.67
