" -F4139,S4140+F199,S200"," -F4139,S4140+F201,S202"," -F4139,S4140+F211,S212"," -F4139,S4140+F214,S215"," -F209,S208+F221,S222"," -F209,S208+F217,S216"," -F206,S207+F218,S219"," -F230,S229+F227,S228"," -F4142,S4143+F203,S204"
[349.08],[14.30],[434.22],[442.63],[324.50],[116.97],[1.23],[281.88],[13.55]
6887.30,14.48,6997.60,7004.40,412.96,150.23,1.56,361.50,10.02
441.83,14.59,547.22,556.82,375.96,137.85,1.46,328.28,11.52
9.55,14.58,112.05,121.62,370.28,136.60,1.51,322.90,11.47
7795.50,12.96,7578.10,7466.10,363.84,135.10,1.41,315.95,8.91
2.47,14.29,105.50,115.06,366.45,136.49,1.44,317.46,11.42
105.21,14.00,202.54,211.05,344.08,125.75,1.36,303.23,11.34
2.53,13.46,99.71,109.11,349.37,128.39,1.39,299.34,11.01
1.46,13.91,99.71,108.92,351.09,128.65,1.40,308.94,11.15
0.48,15.18,99.76,108.68,352.16,126.81,1.43,311.44,12.19
0.70,13.74,96.30,105.02,336.33,123.09,1.37,294.96,11.35
4.31,13.56,99.88,108.71,335.26,123.63,1.37,292.46,11.00
0.72,13.86,95.74,104.27,331.96,120.44,1.33,292.32,11.19
0.52,13.62,93.71,102.14,326.66,118.29,1.37,289.14,11.14
0.83,13.89,96.71,105.78,339.34,125.06,1.39,296.37,11.37
0.39,13.76,98.95,107.82,350.09,128.27,1.30,305.78,11.16
0.62,14.49,98.16,106.72,338.46,123.85,1.38,297.28,11.56
4.82,13.80,92.90,100.93,315.53,115.81,1.15,272.62,11.36
4.66,13.30,92.81,100.55,324.24,119.52,1.29,280.24,10.81
6.18,12.95,91.88,100.12,311.93,115.83,1.16,268.85,10.86
4.24,12.77,87.54,95.42,299.51,109.16,1.20,261.68,10.92
4.53,13.21,88.77,96.40,303.78,111.05,1.25,264.39,10.85
4.11,13.20,88.60,96.15,306.86,113.85,1.24,264.32,10.84
4.25,13.29,88.81,96.08,304.92,112.09,1.15,264.20,10.82
4.52,13.91,91.54,99.89,321.70,116.07,1.35,280.92,11.26
4.19,13.21,91.45,99.68,321.34,119.10,1.22,277.44,10.59
4.58,13.17,90.60,98.45,319.30,117.48,1.29,271.27,10.66
4.21,13.62,90.57,98.28,316.00,116.30,1.26,274.11,11.01
4.43,13.23,95.30,103.93,334.03,124.31,1.27,285.74,10.75
4.48,13.43,94.15,102.65,331.47,123.66,1.28,282.88,10.90
4.37,13.60,95.86,104.57,339.43,125.82,1.38,292.05,10.89
3.93,13.77,97.83,107.88,347.32,128.70,1.37,297.83,49.34
2.83,20.16,112.70,123.86,393.15,144.26,1.56,339.28,38.95
4.55,15.50,111.97,121.73,389.07,142.67,1.54,331.39,12.49
3.95,13.48,96.38,104.62,342.67,123.85,1.28,286.18,10.73
3.92,12.99,91.81,100.35,326.46,121.38,1.26,280.26,10.65
2.16,869.35,90.09,99.41,333.06,118.74,1.10,270.92,9.74
4.15,12.43,91.72,99.88,322.66,120.50,1.12,273.98,9.94
3.71,12.91,86.79,94.25,303.98,111.87,1.17,261.26,10.10
4.03,12.44,86.50,94.38,307.27,113.56,1.13,259.85,10.28
4.44,12.81,88.19,96.08,308.63,114.28,1.16,265.75,10.38
4.48,13.42,87.32,94.85,306.88,111.09,1.25,265.56,10.49
4.20,12.58,84.89,92.48,292.65,107.83,1.09,251.74,10.21
4.05,12.62,85.46,92.84,294.73,108.99,1.11,253.45,10.23
4.08,12.85,85.74,93.02,293.38,107.45,1.07,252.85,10.47
4.51,12.56,84.73,91.88,290.51,106.47,1.09,252.48,10.39
3.83,12.54,87.24,94.82,300.78,111.49,1.15,258.49,10.20
4.05,13.12,89.89,97.26,314.18,116.84,1.05,269.52,10.41
4.16,13.75,90.47,98.18,307.11,112.71,1.26,265.13,11.23
4.16,13.53,90.41,97.83,307.11,112.88,1.19,264.67,10.72
4.09,12.68,89.87,97.50,313.68,116.69,1.09,267.50,10.31
4.15,12.49,87.32,94.51,300.28,111.95,1.19,256.65,10.02
4.08,12.60,83.78,91.22,288.51,105.22,1.16,250.78,10.16
3.95,12.73,85.02,92.24,292.44,107.19,1.17,251.93,10.02
4.21,12.15,85.45,92.70,293.41,109.03,1.06,250.20,10.04
4.28,12.58,85.70,93.13,291.91,107.62,1.09,250.77,10.10
4.37,13.48,85.33,92.85,300.13,108.56,1.19,259.66,10.74
4.25,12.71,87.12,94.67,304.14,112.40,1.15,260.75,10.26
4.28,12.44,86.96,94.43,304.71,112.67,1.11,256.80,10.06
4.07,12.08,86.26,94.03,300.60,110.80,1.18,257.68,9.85
152.45,12.28,239.69,247.50,319.98,119.96,1.09,270.68,9.75
6.26,12.36,91.94,100.31,314.38,118.04,1.11,267.70,10.38
4.72,13.05,92.48,100.39,322.25,119.79,1.15,276.07,10.72
2734.60,11.70,2826.00,2829.70,332.04,122.46,1.29,282.30,8.01
5.58,15.59,113.13,122.85,382.78,141.78,1.51,327.14,12.24
15.30,15.73,123.15,133.26,384.65,141.78,1.49,328.25,12.30
4.17,306.72,95.45,105.10,334.37,124.08,1.22,284.10,10.60
15.69,14.47,103.47,111.77,323.16,119.91,1.22,277.38,11.01
1.88,149.51,90.07,99.27,316.09,118.37,1.14,268.94,10.07
5.90,12.85,93.58,101.85,323.02,120.94,1.10,273.58,10.48
8.53,12.58,91.54,98.95,303.18,111.78,1.09,260.12,10.05
6.37,12.47,89.53,97.16,306.85,113.53,1.07,257.91,10.06
