" -F4265,S4266+F793,S794"," -F4265,S4266+F795,S796"," -F4265,S4266+F805,S806"," -F4265,S4266+F808,S809"," -F803,S802+F815,S816"," -F803,S802+F811,S810"," -F800,S801+F812,S813"," -F824,S823+F821,S822"," -F4268,S4269+F797,S798"
1.92,16.36,115.88,125.92,404.00,153.58,1.42,335.08,12.39
2.95,16.14,113.65,123.22,391.11,144.85,1.53,329.30,12.87
1.86,16.43,120.72,131.00,426.81,161.71,1.57,358.14,12.98
1.84,15.84,113.89,124.25,406.21,152.43,1.49,338.36,12.31
2.57,16.06,114.74,124.62,395.94,146.57,1.42,332.84,12.26
2.07,15.75,115.67,126.00,410.20,152.39,1.37,343.54,12.28
1.88,15.39,113.81,124.07,407.65,152.32,1.39,345.55,11.98
1.71,16.25,114.45,124.46,413.57,154.13,1.45,346.77,12.00
1.92,16.04,115.17,125.10,408.62,150.91,1.43,344.92,12.04
1.84,16.11,117.40,127.78,437.59,153.99,1.55,351.45,12.56
