" -F4167,S4168+F331,S332"," -F4167,S4168+F333,S334"," -F4167,S4168+F343,S344"," -F4167,S4168+F346,S347"," -F341,S340+F353,S354"," -F341,S340+F349,S348"," -F338,S339+F350,S351"," -F362,S361+F359,S360"," -F4170,S4171+F335,S336"
[594.86],[14.99],[677.85],[685.17],[324.60],[117.13],[1.25],[281.93],[12.34]
3.44,15.67,119.28,129.30,406.57,149.04,1.61,354.58,12.31
1.61,14.25,106.69,116.23,373.89,137.44,1.47,325.33,11.39
1.32,14.48,105.21,114.58,370.29,136.54,1.41,321.37,11.31
7558.10,12.48,7587.30,7558.30,362.34,134.39,1.43,315.50,8.52
1.61,13.63,104.25,113.33,360.84,133.98,1.42,314.01,11.09
1.16,13.71,98.70,107.73,347.80,127.26,1.40,304.04,11.44
2.01,13.34,98.35,107.44,346.24,126.76,1.39,302.65,10.77
7159.50,11.44,7160.40,7118.90,361.47,133.85,1.44,314.61,7.31
3.31,14.37,102.12,111.02,347.94,125.90,1.49,307.51,11.54
1.37,13.92,96.15,104.59,331.49,120.99,1.50,290.53,11.27
218.87,13.82,314.34,322.68,334.96,122.82,1.49,293.46,11.28
8.12,13.58,103.13,111.29,330.37,119.35,1.40,290.56,10.95
1.34,13.75,95.24,103.61,325.32,118.25,1.50,287.26,11.14
1.27,13.93,98.70,107.54,339.89,125.94,1.42,296.10,11.11
0.01,13.63,99.73,108.63,346.89,128.15,1.43,301.01,11.19
0.01,14.36,97.26,105.79,341.36,125.08,1.40,299.81,11.44
5.38,13.88,93.20,101.22,317.84,116.59,1.28,276.39,11.60
4.19,13.16,93.17,101.17,323.35,120.01,1.20,276.79,11.12
4.32,12.78,90.89,98.75,312.57,116.50,1.25,268.78,10.79
,,,,,,,,
3.97,12.87,88.02,95.78,303.77,110.95,1.20,264.06,10.82
4.08,13.44,87.78,95.46,305.72,112.41,1.25,263.85,11.07
3.68,13.13,87.06,94.58,303.00,110.86,1.24,261.94,11.07
4.00,13.40,91.26,98.88,318.82,116.04,1.30,277.74,11.00
3.87,13.16,92.88,101.41,328.87,122.88,1.36,283.24,10.69
4.13,12.98,89.83,97.82,317.07,116.52,1.22,273.89,11.00
4.21,13.41,90.44,98.11,317.08,116.78,1.25,273.69,10.70
1.69,94.63,93.28,103.29,329.34,122.94,1.23,281.67,9.45
4.45,13.10,93.97,102.10,330.21,123.08,1.33,281.61,10.54
1.61,72.89,93.78,104.65,337.41,124.72,1.25,289.57,17.77
1.96,115.27,96.33,106.75,345.21,128.16,1.30,294.62,10.87
4.00,15.31,110.52,120.11,384.38,141.64,1.57,330.63,12.45
4.37,14.83,109.08,118.59,374.64,138.80,1.50,321.06,12.21
3.95,13.13,95.14,103.61,332.44,123.07,1.22,283.26,10.99
3.66,12.98,91.50,99.68,325.19,120.81,1.22,277.39,10.39
4.00,12.52,90.30,98.19,325.48,118.07,1.23,269.27,10.12
4.03,12.47,91.71,99.57,317.40,118.86,1.15,270.41,10.10
3.89,12.58,87.06,94.42,304.80,112.57,1.13,261.40,10.17
4.00,12.68,86.11,93.94,305.23,112.25,1.20,262.53,10.26
4.00,12.98,89.48,97.29,315.94,118.00,1.23,270.80,10.47
3.92,13.08,87.36,94.63,305.01,111.35,1.19,263.78,10.62
4.00,12.52,83.82,90.81,290.62,106.77,1.21,250.03,10.28
3.97,12.84,84.75,91.69,293.94,108.02,1.15,252.97,10.50
3.95,12.58,84.91,92.08,292.28,106.44,1.21,253.03,10.58
4.43,12.69,84.65,91.95,290.33,106.47,1.15,251.18,10.38
3.58,12.54,87.41,94.90,303.31,113.24,1.15,259.03,10.31
4.05,12.88,91.07,98.59,313.98,116.92,1.22,268.32,10.43
4.03,13.63,89.69,97.21,310.39,114.45,1.16,268.39,11.32
3.82,13.76,89.99,97.45,310.78,114.51,1.34,268.18,11.07
3.07,12.73,90.22,97.64,312.36,116.89,1.20,265.77,10.41
3.89,12.23,87.75,95.09,302.06,112.92,1.11,256.36,10.19
3.84,12.45,83.77,90.84,289.40,106.11,1.10,249.67,10.31
