" -F4258,S4259+F760,S761"," -F4258,S4259+F762,S763"," -F4258,S4259+F772,S773"," -F4258,S4259+F775,S776"," -F770,S769+F782,S783"," -F770,S769+F778,S777"," -F767,S768+F779,S780"," -F791,S790+F788,S789"," -F4261,S4262+F764,S765"
[190.47],[14.05],[335.83],[285.68],[328.39],[118.14],[1.32],[286.34],[11.65]
0.26,14.83,113.70,124.01,410.32,148.96,1.71,363.42,11.66
1.41,14.02,108.09,117.77,386.75,140.97,1.66,344.96,11.26
0.01,13.84,105.95,115.90,383.89,139.67,1.63,341.31,10.89
0.05,13.98,105.37,115.30,390.25,142.37,1.61,347.11,10.78
0.01,13.64,103.87,113.35,371.44,134.15,1.57,330.96,10.44
2.53,13.95,105.96,115.60,373.85,136.00,1.47,334.45,10.96
0.01,13.60,107.38,117.48,374.59,138.09,1.46,331.91,10.68
0.01,14.42,109.11,119.25,395.89,144.72,1.61,351.50,11.33
0.15,14.09,101.45,110.70,363.79,130.84,1.55,326.56,11.16
1.05,13.64,103.47,113.01,369.81,134.83,1.53,328.26,10.90
0.46,14.16,101.73,111.06,364.08,131.36,1.38,325.77,11.07
0.05,13.55,97.23,105.96,341.87,123.32,1.48,307.42,10.50
0.17,13.63,99.07,108.09,348.58,125.89,1.47,313.51,10.83
0.09,13.70,101.65,110.44,350.71,127.39,1.40,312.35,10.86
0.26,13.66,105.10,114.65,367.44,134.62,1.54,326.59,11.19
0.36,14.84,109.43,119.23,385.43,140.24,1.70,345.09,11.86
4.18,15.09,100.57,109.12,346.96,127.26,1.46,302.87,12.52
4.59,13.56,97.24,105.42,330.03,122.64,1.32,283.55,11.02
4.55,13.35,92.16,99.91,310.04,115.45,1.24,266.40,10.88
4.55,13.29,89.29,97.12,306.71,112.66,1.21,266.74,10.91
4.35,13.32,87.54,95.53,302.41,110.53,1.28,262.92,10.91
4.66,13.42,90.89,99.08,318.25,116.97,1.19,274.63,11.23
4.52,13.40,92.72,101.24,322.31,119.70,1.25,277.20,10.73
4.68,13.58,90.88,98.84,317.62,115.46,1.27,277.50,10.87
4.54,13.93,97.52,106.43,345.41,127.93,1.35,298.66,11.21
4.24,13.14,96.15,105.39,329.06,122.51,1.32,282.11,10.63
4.49,13.57,93.22,101.62,328.61,121.08,1.30,284.31,11.09
4.15,13.23,93.65,102.02,325.71,119.16,1.22,281.86,19.60
1.59,65.52,93.06,103.27,338.96,125.08,1.37,293.24,43.74
5.86,13.26,95.38,104.39,334.19,122.95,1.21,287.53,10.99
4.67,13.53,98.23,106.76,361.85,125.29,1.35,294.61,11.37
4.41,14.50,104.38,113.54,363.98,134.71,1.42,314.86,11.90
4.27,13.99,101.16,109.87,350.82,129.96,1.33,299.66,10.99
4.72,13.21,94.54,103.00,329.65,121.16,1.23,279.61,10.71
5.78,12.90,91.49,99.69,328.00,116.65,1.09,271.51,10.46
4.62,12.65,90.25,98.44,321.57,118.85,1.18,275.75,10.43
4.92,12.37,89.43,97.44,308.71,113.09,1.21,264.81,9.94
4.40,12.27,88.08,95.98,309.15,114.25,1.10,266.16,10.02
3.94,12.44,91.64,100.00,310.69,115.38,1.10,264.17,10.12
3.86,12.98,92.08,100.61,325.55,120.28,1.21,279.01,10.56
4.23,12.75,86.10,93.42,298.59,108.78,1.18,258.69,10.23
4.15,12.46,87.74,95.38,305.33,113.47,1.12,261.25,10.13
3.89,12.62,86.30,93.95,301.21,110.82,1.14,258.52,10.19
4.30,12.53,83.69,90.80,287.15,105.34,1.11,247.54,10.14
4.75,12.37,85.77,93.05,292.77,107.95,1.20,251.90,10.29
4.21,12.42,88.00,95.65,295.20,110.12,1.16,252.13,10.49
3.27,12.84,91.80,99.57,315.56,117.43,1.28,270.05,10.51
3.38,14.37,98.19,106.28,338.64,124.25,1.43,292.93,12.04
4.60,14.10,98.96,107.24,337.88,123.96,1.46,292.57,11.68
3.27,12.77,91.98,99.64,314.03,117.38,1.14,267.81,10.48
3.35,12.13,86.30,93.78,293.66,109.46,1.07,250.01,10.23
5.08,12.45,85.41,92.76,289.69,106.82,1.16,249.56,10.04
1245.30,10.86,1328.20,1332.70,286.09,105.01,1.13,245.10,7.66
6.34,12.38,87.84,95.69,298.59,110.37,1.09,255.05,9.91
4.69,12.21,87.30,94.87,300.98,112.50,1.14,256.04,9.97
6.12,12.75,86.50,93.97,294.88,108.04,1.15,254.44,10.34
4.74,12.99,90.60,98.40,316.57,117.71,1.22,269.74,10.49
2429.00,10.60,2521.00,2525.90,304.68,113.74,1.15,258.23,6.97
5.89,12.11,88.56,95.95,306.22,113.22,1.15,263.02,9.78
2150.10,10.34,2235.70,2240.50,303.44,111.60,1.19,260.08,7.27
8.38,12.88,92.80,100.67,317.25,118.04,1.15,272.16,10.24
8817.90,11.11,8920.60,8935.40,311.65,115.30,1.23,265.34,7.72
501.01,11.38,589.63,597.94,322.12,119.55,1.22,275.55,8.04
206.43,13.69,302.63,311.36,345.99,128.87,1.28,294.87,11.02
2.13,12.95,98.22,106.52,343.15,127.52,1.35,294.11,10.29
1.16,12.03,90.77,98.93,321.78,119.28,1.19,274.80,9.63
2.23,12.06,87.74,95.59,312.91,115.99,1.22,267.05,9.55
2.36,11.84,87.23,94.79,317.93,117.99,1.10,272.24,9.43
2.14,11.63,85.86,93.44,304.04,112.02,1.11,260.55,9.23
2.26,11.71,85.63,92.86,306.41,113.54,1.13,263.67,9.37
2.46,11.68,89.15,96.96,306.58,114.41,1.15,259.60,9.37
2.35,12.25,88.43,96.19,317.00,118.08,1.15,270.37,9.70
2.44,12.01,83.70,90.75,296.26,108.90,1.09,255.66,9.78
3.36,11.93,86.62,94.29,302.65,113.44,1.12,257.63,9.43
2.58,11.63,84.82,92.20,299.48,110.57,1.11,256.74,9.48
2.38,11.64,81.24,88.42,286.78,105.34,1.11,246.29,9.16
3.22,11.75,83.81,90.29,291.17,107.13,1.04,250.81,9.15
3.35,11.60,87.10,94.45,295.94,110.51,1.12,252.38,9.61
2.33,11.97,91.92,99.61,316.50,118.54,1.18,269.75,9.66
2.54,13.60,97.84,106.23,341.28,125.53,1.41,295.56,11.08
4.65,15.10,99.61,108.07,344.70,126.96,1.42,297.75,12.53
4.21,13.41,94.79,102.50,321.68,120.05,1.15,273.42,10.99
4.34,12.82,88.06,95.77,300.43,112.02,1.16,255.20,10.50
4.32,12.66,85.53,93.10,295.76,108.79,1.11,253.96,10.42
4.09,12.89,83.66,91.03,291.82,107.07,1.07,250.80,10.22
4.32,13.16,86.98,94.41,304.43,112.06,1.09,262.44,10.55
4.08,13.11,88.43,95.87,308.47,114.98,1.07,261.81,10.50
4.68,13.68,85.98,93.63,301.72,110.53,1.12,259.49,10.96
4.39,13.41,90.72,98.44,322.66,120.26,1.11,274.75,10.80
4.38,12.88,91.74,99.63,311.02,116.05,1.08,263.98,10.46
4.54,13.19,88.36,95.95,310.20,114.37,1.13,267.37,10.63
4.78,13.10,88.52,95.96,308.40,113.26,1.09,264.42,10.70
4.66,12.97,89.89,97.72,322.98,119.37,1.15,276.02,10.42
4.47,13.05,89.47,96.83,316.17,116.52,1.09,269.39,10.61
