" -F4251,S4252+F727,S728"," -F4251,S4252+F729,S730"," -F4251,S4252+F739,S740"," -F4251,S4252+F742,S743"," -F737,S736+F749,S750"," -F737,S736+F745,S744"," -F734,S735+F746,S747"," -F758,S757+F755,S756"," -F4254,S4255+F731,S732"
4.08,12.48,88.88,98.11,323.02,116.93,1.24,270.29,10.08
4.21,28.50,89.27,97.30,320.21,118.78,1.11,273.96,10.02
4.18,12.62,88.23,96.38,306.91,112.72,1.26,263.97,10.11
3.76,12.59,87.36,95.33,309.25,114.40,1.21,266.73,10.28
3.75,12.88,91.65,100.12,310.03,115.58,1.18,263.39,10.37
3.99,12.97,91.61,99.93,322.84,119.52,1.21,276.87,10.64
4.01,12.99,85.51,92.73,296.29,108.12,1.19,256.95,10.55
1.59,12.67,87.64,,303.48,113.07,1.18,259.01,11.01
3.49,12.83,86.01,93.78,300.24,110.69,1.12,258.85,10.32
4.06,12.50,83.68,90.92,286.53,105.57,1.19,247.23,10.23
4.19,12.81,85.30,92.45,293.22,108.09,1.14,252.38,10.26
3.55,12.51,87.60,95.18,295.46,110.32,1.13,252.22,10.12
3.60,13.20,92.77,100.57,315.79,117.92,1.20,270.47,10.75
4.41,14.54,98.67,106.70,337.58,123.66,1.43,294.20,12.05
3.70,14.66,98.97,107.35,338.49,124.77,1.39,293.68,11.92
3.49,12.83,92.30,100.23,313.31,117.10,1.28,267.16,10.42
3.70,12.37,88.03,95.69,294.98,110.46,1.08,250.87,9.92
3.83,12.74,84.71,92.09,290.65,106.83,1.19,250.01,10.20
4.07,12.54,82.49,89.89,285.92,104.95,1.11,245.77,10.11
3.64,12.59,85.62,93.42,297.66,110.06,1.17,254.54,10.06
3.65,12.36,86.95,94.65,300.23,112.27,1.25,255.40,10.05
3.71,12.59,84.82,92.18,295.21,108.19,1.17,254.52,10.31
3.81,13.20,89.99,98.18,315.99,117.43,1.20,269.12,10.45
4.58,12.56,91.18,99.39,306.13,113.65,1.20,258.35,10.11
4.11,12.32,87.42,95.09,305.76,113.00,1.22,262.37,9.80
4.78,12.27,88.08,95.57,303.74,111.76,1.14,259.15,9.76
73.27,12.33,157.93,165.89,316.51,117.37,1.21,270.61,10.02
1191.90,10.89,1276.90,1282.30,311.54,114.93,1.13,265.87,7.69
4.55,13.51,93.61,101.69,328.32,118.88,1.27,274.67,10.57
3.90,13.87,99.96,108.77,345.48,127.95,1.35,294.12,10.88
10.15,13.86,106.56,115.18,337.67,122.78,1.29,292.46,10.21
7094.90,11.49,7193.90,7204.00,320.84,118.98,1.15,274.43,7.83
76.13,14.91,161.83,169.60,313.83,115.90,1.21,267.55,10.63
3.04,12.96,88.64,96.51,317.47,117.89,1.15,277.47,10.30
101.37,4389.00,186.67,195.51,305.06,112.27,1.18,260.98,9.59
9.66,12.50,93.12,100.97,308.07,114.28,1.16,264.11,10.01
5.93,12.37,93.22,101.50,307.79,115.32,1.15,260.45,9.92
7.10,13.24,93.73,101.74,317.87,118.40,1.22,270.82,10.41
4.49,12.87,86.60,94.14,296.08,108.81,1.16,255.58,10.33
5.05,12.53,88.87,96.62,302.73,113.13,1.18,257.36,9.84
2.81,12.21,85.57,93.38,299.37,110.69,1.14,257.18,9.95
4.79,12.46,84.23,91.66,287.11,105.52,1.17,247.09,9.83
5.14,12.83,86.05,93.44,291.35,107.13,1.16,250.47,10.15
4.88,12.48,89.15,96.86,296.62,110.97,1.15,252.61,10.10
5.33,12.83,95.35,103.13,316.51,118.56,1.18,269.85,10.63
5.04,14.61,100.44,108.76,340.28,124.60,1.40,294.25,11.91
2.01,13.90,99.29,107.92,347.36,127.76,1.41,300.39,11.20
1.56,12.55,94.78,103.10,324.39,121.60,1.25,275.32,10.05
1.89,12.19,87.92,95.98,302.69,112.80,1.21,257.41,9.72
1.83,12.11,85.34,92.84,297.88,109.61,1.20,255.66,9.88
1.96,12.08,83.70,91.32,295.56,108.69,1.13,253.27,9.42
2.87,12.14,87.51,95.33,307.63,113.74,1.16,263.99,9.52
1.89,12.37,87.63,95.46,310.72,115.74,1.29,264.33,9.46
0.01,12.42,85.67,93.21,304.31,111.85,1.24,261.88,9.50
2.76,12.73,91.85,99.84,326.12,122.30,1.18,276.51,9.92
1.97,12.10,91.16,99.25,313.01,116.77,1.24,265.76,9.43
2.02,12.18,87.56,95.19,314.16,116.00,1.17,269.14,9.79
1.92,12.12,87.63,95.11,309.75,113.50,1.27,267.41,9.47
1.97,12.43,89.33,97.34,324.83,120.29,1.13,278.16,9.67
1.91,12.40,88.87,96.63,318.13,116.76,1.21,270.48,9.84
2.23,12.57,92.29,100.17,326.60,121.13,1.28,278.51,9.80
1.83,13.44,99.56,108.20,349.24,129.71,1.28,297.94,10.42
4.40,14.98,102.72,111.25,358.22,132.27,1.36,304.32,11.92
4.94,14.03,96.68,105.10,338.18,124.11,1.32,288.32,11.20
4.21,14.10,94.02,102.08,333.25,122.38,1.25,283.34,10.92
3.95,13.82,92.65,101.44,339.16,124.72,1.26,290.40,10.69
3.62,13.71,91.54,99.47,323.28,118.58,1.19,276.20,10.76
4.18,13.87,92.38,100.36,327.27,120.73,1.22,280.34,11.06
3.82,13.62,95.45,103.87,327.91,122.51,1.15,276.48,10.92
4.11,14.34,97.20,105.72,343.96,128.39,1.27,292.46,11.16
3.84,14.09,91.13,99.11,319.16,117.35,1.25,272.82,11.20
3.89,13.93,93.16,101.29,324.91,121.66,1.24,274.86,10.89
3.91,13.99,92.21,100.01,322.33,119.52,1.14,277.00,11.16
3.95,13.58,88.89,96.47,308.50,113.33,1.26,264.27,10.80
4.01,13.82,90.20,98.16,312.56,115.07,1.19,267.69,10.81
3.71,13.74,93.70,101.82,317.59,118.96,1.23,269.57,10.87
3.90,14.27,99.20,107.59,338.03,127.32,1.29,286.61,11.37
4.43,15.80,103.63,112.33,359.38,132.62,1.39,310.15,12.79
3.94,16.73,110.84,119.91,386.44,143.05,1.40,330.90,13.26
4.71,15.26,109.37,118.36,373.04,140.13,1.35,314.66,12.21
5.40,15.06,104.59,113.01,353.32,132.42,1.27,296.98,11.81
5.43,15.37,101.56,109.96,346.50,127.93,1.29,295.45,11.91
5.20,14.98,99.19,107.48,341.48,125.57,1.30,291.27,11.87
4.76,15.44,102.85,111.61,356.85,132.60,1.33,305.10,12.15
4.48,15.29,104.09,112.85,361.29,135.78,1.30,303.98,12.06
7.89,15.35,104.69,113.19,352.90,129.96,1.28,303.58,12.10
4.82,15.61,108.21,117.43,380.74,142.43,1.39,321.98,12.64
5.03,15.32,106.72,115.42,360.50,134.92,1.24,303.60,12.07
4.68,15.06,102.26,110.73,360.34,133.86,1.36,306.60,11.72
6.31,14.57,104.18,112.66,358.59,131.95,1.27,304.83,11.39
6.81,15.18,104.29,113.05,367.46,135.48,1.31,314.58,11.72
4.49,15.03,103.09,111.74,365.21,134.44,1.30,308.44,11.78
4.87,15.28,105.70,114.41,369.12,136.84,1.39,313.15,12.22
5141.90,14.13,5249.90,5258.80,384.70,141.51,1.46,326.02,9.52
