" -F4125,S4126+F133,S134"," -F4125,S4126+F135,S136"," -F4125,S4126+F145,S146"," -F4125,S4126+F148,S149"," -F143,S142+F155,S156"," -F143,S142+F151,S150"," -F140,S141+F152,S153"," -F164,S163+F161,S162"," -F4128,S4129+F137,S138"
3.06,12.76,84.34,91.52,301.47,108.77,1.19,262.35,10.29
4.47,11.62,84.90,91.93,291.60,107.33,1.15,251.64,9.78
4.02,11.56,85.65,92.65,293.77,109.29,1.13,250.39,9.77
4.02,11.41,85.31,92.28,293.09,107.59,1.11,252.16,9.56
3.45,11.55,82.53,89.56,289.73,106.05,1.16,250.04,9.63
3.06,11.75,85.57,92.76,300.02,111.73,1.04,256.77,9.87
3.08,11.89,88.67,96.43,313.85,116.32,1.19,268.22,9.67
3.02,12.62,89.12,96.43,307.09,112.97,1.19,263.47,10.24
5.40,13.83,90.89,98.45,309.26,114.09,1.19,266.17,11.64
5.00,13.00,90.72,98.23,315.71,117.02,1.16,270.35,11.19
5.14,12.76,86.75,94.01,300.98,112.19,1.10,257.50,11.01
5.00,12.63,83.62,90.40,290.79,106.27,1.20,252.47,10.85
5.24,12.76,85.15,92.30,292.56,107.11,1.06,252.10,10.85
4.96,12.64,85.62,92.60,294.20,109.30,1.08,252.18,10.86
4.98,22.84,85.29,92.36,293.11,108.30,1.11,251.45,11.11
4.01,13.79,85.69,92.74,300.26,109.28,1.21,260.42,11.08
5.00,12.65,87.31,94.39,304.37,112.67,1.08,262.43,10.91
4.84,12.80,86.18,93.44,304.52,112.78,1.12,256.73,10.88
4.27,12.86,86.23,93.20,302.30,111.88,1.19,259.81,10.81
3.85,13.05,91.04,99.16,321.77,121.23,1.03,272.63,10.58
4.11,13.07,90.29,97.90,314.65,118.40,1.18,267.52,10.79
5.52,16.28,92.57,100.21,323.70,120.77,1.23,276.27,10.90
5.12,16.75,95.70,103.89,332.54,123.24,1.21,283.52,11.25
5.30,16.10,111.73,121.17,385.57,142.88,1.39,330.29,13.06
4.99,15.89,112.04,121.57,386.94,142.29,1.52,330.12,12.84
5.12,13.88,96.58,104.94,340.41,124.98,1.21,285.28,11.13
5.35,13.08,92.89,100.48,326.70,121.74,1.20,279.56,10.95
5.90,13.05,91.07,98.87,317.44,118.92,1.10,270.12,10.62
4.96,13.02,92.24,99.92,326.39,122.17,1.16,275.74,10.42
4.93,12.86,87.46,94.70,304.21,111.97,1.07,260.88,10.56
4.98,12.77,87.86,95.30,309.52,114.44,1.08,259.63,10.79
5.04,13.41,88.19,95.55,308.14,113.93,1.13,264.07,11.12
4.96,13.93,86.27,93.25,303.59,110.40,1.19,262.92,11.41
4.72,12.71,86.50,93.69,298.41,110.32,1.22,255.69,10.81
4.47,12.89,86.23,93.32,296.47,110.21,1.08,252.90,10.77
4.78,13.12,85.89,93.09,296.97,108.40,1.15,255.48,10.98
5.00,12.91,85.23,92.20,293.30,106.84,1.15,254.96,11.17
5.16,12.81,87.92,95.46,305.38,113.78,1.18,259.46,10.95
4.98,13.18,91.45,99.09,318.49,118.07,1.20,272.21,11.00
4.88,13.97,91.08,98.19,310.63,114.05,1.11,268.18,11.38
5.34,14.14,94.29,101.94,322.65,118.67,1.19,276.23,11.78
7.04,13.68,97.02,104.91,333.02,123.73,1.28,282.74,11.18
5.74,13.72,92.46,100.05,316.65,118.04,1.21,270.00,11.26
5.87,13.74,88.85,95.85,303.92,110.56,1.11,262.67,11.25
10.82,13.48,95.13,102.48,306.36,112.01,1.23,263.89,10.99
6.13,13.11,91.07,98.32,310.32,115.58,1.09,263.32,10.99
7.38,13.12,91.66,99.47,307.43,113.66,1.17,263.68,11.05
6.09,14.18,91.49,98.77,317.03,115.81,1.21,272.87,11.50
5.24,13.65,91.13,98.83,318.21,117.79,1.20,273.39,11.45
6211.40,10.68,6309.60,6308.40,319.00,118.15,1.22,266.14,6.59
6.24,13.06,91.36,98.72,315.36,116.50,1.17,270.53,10.80
5.51,13.16,95.90,103.93,336.35,126.48,1.16,284.21,11.16
5.39,13.57,93.82,101.69,326.95,122.21,1.22,279.63,10.97
5.96,14.13,96.07,104.47,336.53,125.60,1.19,287.33,11.52
5.63,14.06,98.59,106.52,342.21,127.17,1.20,291.17,11.61
8933.70,13.45,9043.40,9054.00,393.78,144.32,1.53,337.27,8.36
2.48,99.82,112.37,124.21,405.27,148.42,1.61,347.38,12.66
4.00,15.09,101.49,110.17,360.94,133.51,1.35,306.96,12.16
5.87,28.42,101.25,109.65,358.00,133.13,1.29,305.78,12.15
3.54,14.63,97.12,105.19,345.78,128.69,1.23,296.42,12.06
4.03,14.31,99.23,107.92,356.94,133.63,1.23,302.20,11.89
5.39,13.99,95.91,103.57,334.43,123.58,1.24,287.87,11.63
4.25,13.96,94.85,102.76,339.31,125.21,1.20,284.77,11.36
4.98,14.24,96.68,104.87,341.14,126.19,1.15,291.52,11.56
3.14,15.40,96.60,104.47,342.74,125.39,1.33,292.98,12.27
3.98,14.26,95.02,102.61,329.03,122.22,1.24,280.41,11.79
3.97,13.98,95.69,103.81,334.54,125.66,1.30,282.96,11.53
5.14,14.51,95.47,103.51,328.44,120.69,1.16,281.39,11.66
4.63,14.15,93.42,101.06,326.92,118.79,1.17,281.33,11.66
4.61,14.36,97.26,105.58,337.98,126.11,1.21,286.35,11.67
93.91,14.83,190.09,198.72,357.70,133.78,1.18,303.12,12.03
4.23,15.28,98.93,106.98,342.69,126.51,1.34,292.32,12.15
3.04,16.74,118.73,127.93,405.37,152.37,1.42,338.62,13.22
3.26,16.62,120.93,130.53,425.77,159.80,1.35,355.28,12.90
4.19,16.85,117.88,127.55,404.12,152.55,1.46,336.14,13.10
3.00,15.27,108.32,117.11,378.50,138.90,1.40,323.96,12.54
3.99,16.05,115.15,124.21,393.20,146.38,1.55,329.55,12.78
4.48,15.76,117.32,126.43,398.28,150.79,1.36,332.26,12.61
3.20,16.16,112.79,121.77,390.46,146.45,1.36,327.43,12.60
2.72,17.32,115.71,125.23,406.40,149.85,1.45,343.44,12.98
3.06,16.19,114.66,123.46,400.87,149.91,1.40,338.75,12.69
3.04,15.60,113.66,123.02,399.31,149.27,1.34,329.56,12.64
3.15,15.63,116.51,125.76,402.09,150.59,1.45,337.65,12.78
3.19,15.13,115.51,124.95,408.97,152.73,1.50,343.46,12.06
3.10,16.14,116.20,125.00,412.25,154.35,1.40,345.18,12.56
3.10,16.05,118.59,128.00,422.49,157.68,1.54,354.57,12.60
3.11,16.14,119.20,128.89,419.62,155.74,1.53,353.53,12.96
3.10,17.83,124.95,135.30,445.22,163.69,1.73,378.52,14.09
