" -F4293,S4294+F925,S926"," -F4293,S4294+F927,S928"," -F4293,S4294+F937,S938"," -F4293,S4294+F940,S941"," -F935,S934+F947,S948"," -F935,S934+F943,S942"," -F932,S933+F944,S945"," -F956,S955+F953,S954"," -F4296,S4297+F929,S930"
[556.15],[15.51],[639.94],[647.61],[318.15],[115.33],[1.27],[276.42],[12.20]
4.13,15.64,106.37,115.43,375.98,135.68,1.67,332.50,13.44
4.64,12.77,92.40,100.53,314.64,115.85,1.28,270.83,11.02
5.04,12.23,88.31,96.41,304.46,112.73,1.25,261.99,9.49
4.16,12.61,84.91,92.38,295.93,108.73,1.15,255.92,10.76
5.33,12.29,85.68,93.52,289.45,105.58,1.18,250.09,10.39
5.09,12.69,88.47,96.28,302.48,112.24,1.20,259.95,10.63
6661.80,10.18,6744.10,6755.80,305.74,114.38,1.17,260.61,6.43
3.68,12.87,85.95,93.62,300.18,108.99,1.19,261.61,10.41
4.27,13.36,95.62,104.73,335.91,122.91,1.43,290.68,11.32
4.03,12.75,89.24,97.24,311.42,115.07,1.23,266.44,10.38
4.59,12.71,88.36,96.31,310.17,113.70,1.31,266.61,10.54
75.08,12.60,159.31,167.04,304.39,111.83,1.21,262.15,10.43
3060.30,10.55,3151.80,3157.60,332.55,123.97,1.26,283.68,7.56
5782.10,10.63,5837.90,5819.20,324.25,120.81,1.34,276.69,6.89
53.46,13.38,141.52,150.12,327.70,120.99,1.32,281.79,10.82
4.96,13.71,99.07,107.57,342.63,125.91,1.32,294.72,11.06
2.33,12.99,95.35,103.53,337.28,124.24,1.35,289.62,10.48
2.49,12.12,89.56,97.69,322.18,119.66,1.28,275.94,9.83
2.30,12.12,87.59,95.80,316.77,118.47,1.17,269.60,9.90
2.27,11.86,89.91,98.06,325.49,121.85,1.16,276.68,9.67
1.16,11.70,85.28,92.83,298.95,110.43,1.17,256.19,9.10
1.96,11.73,84.83,91.84,303.51,111.74,1.09,259.26,9.57
2.30,11.56,85.74,93.47,304.19,113.03,1.23,259.61,9.60
2.67,12.25,89.16,97.42,321.58,118.20,1.31,277.48,10.19
2.51,11.81,82.47,89.64,294.14,107.01,1.15,255.47,10.06
2.78,11.39,85.04,92.72,299.49,112.37,1.13,255.27,9.62
2.86,11.64,85.36,93.12,297.50,111.08,1.12,254.33,9.61
3.58,11.27,81.03,89.61,285.96,104.82,1.15,246.22,9.27
2.46,11.57,82.02,89.27,292.53,107.98,1.18,251.06,9.77
3.26,12.37,86.40,94.00,301.15,111.80,1.23,257.74,9.88
2.35,11.94,89.32,97.24,311.07,114.76,1.30,267.03,10.14
2.67,14.49,104.99,114.37,377.29,137.98,1.74,330.76,12.43
5.89,16.06,107.52,116.36,379.08,137.81,1.69,335.42,13.97
4.48,13.34,91.15,98.80,312.46,115.29,1.25,268.56,11.34
5.20,13.25,87.28,94.79,302.80,112.01,1.24,260.61,10.79
4.61,12.89,83.40,90.78,292.79,107.54,1.21,252.25,10.83
3.31,12.59,82.87,90.01,286.35,104.73,1.08,247.22,10.58
4.51,12.72,85.95,93.25,298.74,111.05,1.13,256.51,10.89
4.67,12.77,86.51,93.94,299.55,112.70,1.10,255.64,10.74
4.85,13.29,84.04,91.21,294.01,107.39,1.20,254.60,10.94
3.60,13.79,89.32,97.21,319.27,117.79,1.35,273.00,11.34
4.67,12.57,86.51,93.76,302.06,112.24,1.17,259.03,10.62
4.13,12.73,85.26,92.80,303.23,111.37,1.15,259.84,10.82
3.07,12.91,85.39,92.83,299.08,110.68,1.22,256.13,10.41
