" -F4153,S4154+F265,S266"," -F4153,S4154+F267,S268"," -F4153,S4154+F277,S278"," -F4153,S4154+F280,S281"," -F275,S274+F287,S288"," -F275,S274+F283,S282"," -F272,S273+F284,S285"," -F296,S295+F293,S294"," -F4156,S4157+F269,S270"
[169.24],[15.56],[254.12],[262.55],[322.95],[116.62],[1.26],[279.72],[11.65]
3.19,13.29,89.82,97.55,313.01,114.91,1.29,270.44,11.10
3.21,12.75,91.48,99.41,317.09,117.75,1.19,270.19,10.68
4.71,12.47,89.96,97.87,305.99,113.84,1.13,262.36,10.39
11.47,12.44,92.63,100.22,293.80,107.73,1.12,253.37,10.40
4.05,12.07,86.26,93.86,296.56,108.27,1.10,256.27,10.10
9.71,12.41,91.56,99.25,298.77,109.56,1.23,256.81,10.30
3.39,12.41,85.04,92.48,295.21,108.10,1.23,254.90,10.36
3.27,12.91,88.46,96.39,309.26,112.31,1.26,269.28,10.75
6.44,12.73,93.38,101.57,321.46,120.13,1.25,275.35,10.43
2843.50,10.82,2930.20,2935.00,310.03,114.13,1.19,266.19,7.72
1660.20,10.65,1747.20,1752.40,309.88,114.26,1.23,266.54,7.86
32.70,12.42,122.01,130.34,321.72,120.64,1.23,275.18,10.32
37.89,12.83,125.83,134.13,322.87,120.96,1.19,274.57,10.55
4.68,13.61,94.72,102.98,330.04,123.04,1.21,281.04,10.90
4.15,12.89,97.12,105.52,337.40,125.50,1.31,288.12,10.95
5.80,14.33,111.26,121.08,378.76,140.19,1.49,325.07,11.88
2.38,13.84,107.03,116.43,373.99,139.73,1.48,320.31,11.18
2.21,12.08,93.65,101.94,330.82,123.30,1.16,281.71,9.75
2.09,12.01,90.74,98.83,323.64,120.53,1.20,275.43,9.59
2.11,11.79,88.52,96.36,314.24,118.38,1.21,267.51,9.47
2.34,11.69,89.58,97.58,315.87,118.56,1.19,269.20,9.51
2.33,11.42,85.15,92.53,303.10,111.92,1.17,259.93,9.33
2.46,11.25,84.17,91.89,301.17,111.10,1.16,258.37,9.25
3.39,11.70,88.18,95.87,314.45,117.74,1.24,268.16,9.36
2.44,11.94,84.39,91.63,299.98,109.32,1.24,259.94,9.44
2.56,11.44,82.49,89.78,289.24,105.96,1.18,248.99,9.46
2.34,11.39,83.45,90.88,293.67,108.56,1.19,251.19,9.30
2.42,11.28,83.62,91.11,291.07,106.64,1.17,250.12,9.12
2.45,11.31,82.48,89.88,289.54,106.45,1.10,250.20,9.22
2.31,11.49,86.02,93.57,302.11,112.65,1.16,257.15,9.34
3.08,11.63,90.91,98.94,313.41,116.96,1.11,266.05,9.58
2.27,12.40,88.54,96.32,310.35,114.42,1.21,267.23,10.20
5.18,13.71,90.51,98.02,312.44,115.04,1.24,270.75,11.61
4.32,12.86,91.50,99.02,314.98,117.37,1.10,268.71,10.61
4.60,12.62,87.61,95.23,301.33,112.43,1.21,257.85,10.43
4.13,12.49,84.12,91.16,290.99,106.71,1.03,251.12,10.39
4.59,12.38,84.13,91.33,290.37,106.27,1.18,250.68,10.11
4.34,12.47,84.71,91.62,293.64,108.35,1.14,251.33,10.37
4.13,12.71,84.04,91.09,290.49,107.00,1.12,249.28,10.70
3.43,13.20,85.83,93.05,299.91,109.74,1.18,258.59,10.34
4.45,12.79,88.51,96.03,312.68,117.40,1.10,266.96,10.41
4.19,12.52,85.20,92.63,301.02,111.06,1.11,257.94,10.24
4.09,12.81,86.24,93.44,302.68,112.49,1.11,259.94,10.72
4.95,12.84,91.55,99.38,316.11,118.60,1.19,268.38,10.42
4.39,12.87,89.82,97.54,315.02,118.72,1.13,267.09,10.37
3.97,12.90,91.32,99.23,322.95,119.96,1.16,274.34,10.36
4.37,13.37,94.67,102.89,329.15,122.91,1.25,279.18,10.95
3.97,18.14,108.63,117.93,373.97,139.28,1.44,318.44,12.06
5.21,15.35,109.05,118.76,376.22,139.72,1.37,319.83,12.02
4.63,13.33,95.34,103.48,331.85,123.63,1.29,281.20,10.82
1696.80,11.59,1785.00,1791.10,326.08,121.01,1.22,277.77,7.92
5.42,12.67,91.15,98.87,316.43,117.98,1.05,268.35,10.23
4.07,12.64,91.94,99.76,320.59,119.66,1.20,272.89,10.08
4.05,12.62,87.17,94.61,306.49,113.33,1.23,262.45,10.30
4.07,12.76,86.22,93.74,305.80,112.64,1.12,262.19,10.41
4.24,12.99,89.45,97.11,316.86,118.49,1.18,270.24,10.46
4.58,13.35,87.36,94.45,303.27,111.33,1.14,261.41,10.64
3.95,12.64,85.46,92.54,295.69,108.85,1.14,252.86,10.22
4.02,13.04,85.39,92.62,297.62,109.91,1.13,253.85,10.69
4.02,12.67,85.06,92.07,295.16,107.55,1.10,254.03,10.53
4.21,12.77,84.98,92.36,293.74,107.37,1.15,253.82,10.42
4.25,12.84,88.32,95.64,306.79,114.69,1.17,260.95,10.15
4.23,12.94,92.88,100.79,320.09,119.32,1.13,272.15,10.65
3.93,13.92,90.63,98.30,314.94,115.93,1.19,272.49,11.19
4.79,14.21,94.01,102.06,325.27,119.87,1.28,280.11,11.32
5.07,13.62,96.66,105.73,333.39,124.03,1.20,282.45,10.96
10.72,13.43,98.62,106.59,318.06,118.37,1.15,270.43,11.09
5.52,13.36,89.28,96.81,304.75,111.72,1.28,263.00,10.94
5.67,13.27,89.04,96.54,305.05,110.87,1.16,263.20,10.70
4.27,13.34,88.98,96.27,308.17,114.13,1.19,262.54,10.68
5.28,13.05,89.44,96.91,304.72,112.27,1.27,261.03,10.73
8.77,13.75,94.91,102.45,314.49,115.56,1.25,270.82,10.91
7.53,13.70,96.13,104.45,326.92,123.14,1.13,279.18,10.93
2462.70,11.77,2550.90,2555.60,314.12,115.54,1.05,268.20,8.22
4.22,12.83,90.33,97.84,315.94,118.28,1.19,269.20,11.10
5.43,13.03,95.27,103.52,329.86,123.26,1.20,279.98,10.24
5.29,13.20,94.10,102.04,327.09,122.51,1.18,278.36,10.82
4.52,13.67,95.50,103.78,332.55,123.56,1.24,280.68,11.09
4.68,13.84,97.36,105.70,340.07,126.58,1.27,288.55,11.24
4.57,15.34,110.29,120.06,381.58,141.91,1.38,325.74,12.25
4.29,16.01,112.83,122.75,395.71,146.47,1.43,337.87,12.97
4.42,14.43,101.77,110.31,359.43,133.57,1.19,305.61,11.71
3.09,14.51,99.47,108.35,357.55,132.46,1.18,303.93,11.31
3.04,14.58,96.64,105.08,346.01,128.67,1.19,295.32,11.49
3.16,13.65,98.71,106.83,347.93,130.11,1.23,296.06,11.06
3.47,13.57,94.85,103.05,337.62,126.28,1.17,287.06,11.29
4.60,13.69,94.57,102.75,336.72,124.02,1.18,287.11,11.25
3.28,14.48,97.61,106.13,350.69,132.05,1.26,298.61,11.38
5.32,14.73,98.14,106.12,339.47,125.40,1.30,290.47,11.86
3.39,14.00,93.17,101.03,324.15,119.82,1.23,276.76,11.77
3.40,14.12,94.08,102.27,331.35,123.23,1.16,281.35,11.53
3.18,13.78,93.64,101.64,328.89,120.30,1.21,280.36,11.23
4.60,14.11,93.58,101.56,326.09,119.60,1.22,279.28,11.58
3.12,14.23,97.12,105.60,338.95,127.12,1.15,286.02,11.49
6.15,14.15,103.96,112.78,354.38,132.65,1.24,299.77,11.66
3.66,14.72,98.46,106.71,347.14,128.74,1.25,296.95,11.99
2.25,16.61,116.00,125.40,407.26,152.84,1.48,341.54,12.82
1.68,16.52,121.96,131.87,422.20,159.13,1.43,350.40,12.56
2.19,16.41,116.57,126.40,406.45,153.91,1.43,336.77,12.69
2.36,15.52,110.18,119.13,382.26,141.36,1.38,323.34,12.32
2.25,15.88,113.26,122.72,390.93,144.62,1.36,328.70,12.50
2.35,15.96,114.16,123.57,396.16,148.52,1.48,331.80,12.48
2.27,15.96,110.98,120.24,384.76,143.76,1.40,322.24,12.52
2.16,16.42,114.61,124.11,401.54,149.06,1.51,338.63,12.79
2.21,15.96,116.57,126.39,413.79,155.92,1.54,348.17,12.40
2.45,15.50,111.35,120.91,395.54,147.27,1.46,332.52,12.20
2.41,15.31,116.41,126.18,405.14,153.11,1.48,337.78,12.08
2.46,15.12,115.84,125.23,403.55,150.62,1.49,340.77,11.87
2.41,15.86,115.31,124.71,444.78,152.44,1.48,340.23,12.03
2.20,16.18,119.16,128.89,438.32,158.05,1.49,354.64,12.25
2.42,16.10,118.91,128.57,420.57,156.74,1.45,352.00,12.67
2.22,17.49,125.03,135.66,441.88,163.94,1.67,374.12,13.09
