" -F4160,S4161+F298,S299"," -F4160,S4161+F300,S301"," -F4160,S4161+F310,S311"," -F4160,S4161+F313,S314"," -F308,S307+F320,S321"," -F308,S307+F316,S315"," -F305,S306+F317,S318"," -F329,S328+F326,S327"," -F4163,S4164+F302,S303"
4.85,12.97,88.38,96.09,311.83,117.28,1.14,265.62,10.48
4.83,12.85,85.47,93.17,300.24,111.14,1.11,257.48,10.57
4.82,12.68,86.48,93.93,303.23,112.91,1.20,258.88,10.44
5.18,12.47,91.45,99.23,320.13,118.76,1.14,268.13,9.99
5.29,12.49,89.78,97.54,314.10,118.51,1.13,266.34,10.20
5.44,13.17,92.24,100.40,323.23,120.77,1.21,274.12,10.69
5.02,13.40,94.57,102.75,329.02,122.56,1.20,279.51,11.21
5.09,15.12,108.41,117.91,373.61,138.80,1.45,318.42,12.17
7.55,15.04,111.44,121.17,373.81,139.29,1.40,318.86,12.13
5.65,13.71,95.33,103.57,329.87,123.37,1.16,279.92,11.14
99.17,13.21,187.89,196.33,324.78,120.74,1.21,275.93,10.65
8.07,12.99,93.30,101.59,314.70,118.41,1.08,267.31,10.64
293.80,10.96,382.01,388.49,319.52,120.09,1.11,271.15,7.40
5.59,12.68,87.62,95.44,307.59,114.24,1.12,261.03,10.26
8.38,12.76,89.49,97.38,304.78,112.68,1.06,260.67,10.44
8.77,13.15,93.08,101.20,315.57,118.64,1.09,268.80,10.68
4.88,13.20,86.81,94.17,301.48,110.58,1.07,259.54,10.80
5.28,12.77,85.66,92.91,293.50,108.65,1.12,250.32,10.39
5.33,12.79,85.15,92.95,295.29,109.20,1.07,251.98,10.43
5.08,12.60,85.10,92.35,292.81,107.16,1.12,251.74,10.44
4.91,12.77,83.36,91.91,293.58,107.58,1.08,253.09,10.35
5.17,12.70,88.53,96.19,304.55,113.77,1.13,258.67,10.71
5.09,12.97,92.60,100.67,318.30,118.87,1.07,269.42,10.45
5.00,13.95,91.05,98.72,314.02,116.35,1.29,270.03,11.50
6.23,14.04,94.35,102.26,321.91,119.11,1.22,276.24,11.54
5630.30,12.00,5723.70,5725.30,329.43,123.38,1.15,279.37,8.99
3069.30,11.74,3155.80,3162.80,314.80,117.47,1.25,267.37,8.14
147.14,13.10,229.18,236.84,301.13,110.82,1.10,259.69,10.83
4016.50,11.32,4095.80,4097.90,303.45,111.06,1.17,260.23,8.07
236.52,11.49,321.10,328.69,305.39,113.46,1.06,260.23,7.94
5.51,13.14,88.25,95.79,302.15,111.85,1.14,258.11,10.99
6.82,13.86,91.25,99.09,310.42,114.16,1.09,267.97,11.41
5.28,13.86,92.06,100.22,323.84,122.24,1.14,275.84,11.00
0.17,38.61,86.00,94.82,311.72,115.54,1.07,267.27,9.59
3.91,13.01,88.60,96.43,312.76,116.62,1.14,267.65,10.65
4.24,13.34,93.41,101.32,327.06,122.44,1.19,279.01,10.92
4.98,13.40,92.69,100.47,323.91,121.71,1.06,274.98,11.09
0.66,13.35,93.35,101.61,332.14,124.10,1.06,282.68,31.02
3.75,13.67,95.58,104.15,337.69,126.18,1.15,286.93,11.35
4.16,15.42,109.41,119.02,379.90,141.08,1.46,323.51,12.41
3.02,15.29,110.55,120.37,392.10,145.27,1.39,334.31,11.97
3.01,13.54,98.92,107.43,354.11,131.61,1.29,300.38,10.72
2.97,13.64,97.98,106.45,351.33,130.74,1.23,297.64,10.76
2.99,13.17,94.78,102.87,341.22,127.69,1.18,288.38,10.28
2.96,12.86,96.76,104.85,343.13,129.04,1.14,291.03,10.39
3.30,13.03,92.99,100.90,330.12,123.24,1.21,280.42,10.28
3.18,12.97,91.30,99.43,328.43,121.32,1.17,280.36,10.44
3.20,13.62,95.55,103.71,343.42,129.45,1.18,291.66,10.62
3.28,13.88,93.48,101.63,331.29,122.51,1.20,283.49,10.77
3.01,13.50,90.20,97.90,318.73,118.08,1.17,270.97,10.69
3.06,13.06,91.84,99.54,322.42,119.78,1.14,275.53,10.55
3.39,12.84,91.23,98.87,319.93,117.64,1.12,274.34,10.42
3.16,13.09,90.18,98.13,318.93,117.50,1.14,273.32,10.42
3.16,13.22,94.10,102.24,330.80,124.07,1.20,280.46,10.50
3.01,13.46,98.71,107.34,348.57,130.79,1.21,294.63,10.70
3.14,14.14,95.96,104.12,340.51,126.06,1.21,292.34,11.33
5.43,16.94,108.35,117.37,381.71,142.94,1.32,323.41,13.16
5.59,16.06,113.23,122.89,393.47,147.61,1.27,329.45,12.88
5.55,16.31,109.03,118.16,378.90,142.69,1.31,317.34,12.72
5.97,15.64,104.44,113.14,358.47,132.94,1.25,305.52,12.58
5.76,15.86,105.78,114.36,363.57,134.05,1.32,308.52,12.87
5.79,16.23,106.70,115.56,369.86,138.10,1.33,311.55,12.93
5.14,16.03,103.90,112.47,359.71,133.73,1.23,304.07,12.85
5.56,16.53,107.95,116.51,375.23,138.58,1.34,319.71,12.97
5.70,15.99,109.30,118.34,388.25,146.41,1.30,328.11,12.60
6.68,15.84,105.69,114.80,370.54,137.61,1.24,314.82,12.65
5.60,15.91,107.96,116.99,375.59,141.74,1.29,316.04,12.79
5.67,15.44,109.14,118.20,381.33,142.64,1.36,323.09,12.15
5.46,15.81,107.52,116.47,379.59,141.91,1.40,319.96,12.12
5.67,15.97,111.22,120.05,395.57,147.44,1.38,334.13,12.62
6.63,16.56,112.61,122.07,393.36,146.14,1.34,332.53,13.36
5.22,17.43,117.72,128.06,418.70,154.90,1.48,357.01,14.09
