" -F4209,S4210+F529,S530"," -F4209,S4210+F531,S532"," -F4209,S4210+F541,S542"," -F4209,S4210+F544,S545"," -F539,S538+F551,S552"," -F539,S538+F547,S546"," -F536,S537+F548,S549"," -F560,S559+F557,S558"," -F4212,S4213+F533,S534"
2.83,13.94,96.36,105.02,348.62,129.37,1.30,295.36,11.25
2.46,14.75,101.78,110.97,357.19,135.08,1.28,300.59,11.92
2.09,14.34,93.94,102.31,335.58,123.63,1.30,286.72,11.86
2.83,14.07,94.34,102.58,336.18,125.32,1.26,286.62,11.40
3.74,13.94,95.48,104.04,334.46,124.75,1.27,283.96,11.18
2.54,14.09,91.37,99.84,327.39,119.94,1.28,278.29,11.45
4.00,14.04,93.31,101.89,326.26,120.26,1.26,280.48,11.19
3.52,13.86,97.58,106.22,340.07,127.92,1.23,287.33,11.61
2.14,14.13,100.13,108.92,356.54,132.98,,301.22,11.33
2.83,15.11,103.69,112.30,366.65,134.53,1.47,311.60,12.64
1.80,16.98,120.00,129.78,422.84,156.93,1.55,355.22,13.28
1.88,16.20,121.06,131.29,419.54,158.33,1.55,349.20,12.71
1.50,16.20,116.55,126.62,404.78,154.09,1.51,336.04,12.63
1.77,16.24,111.42,121.33,390.48,145.37,1.52,328.84,12.51
2.78,15.27,111.18,120.43,385.02,142.48,1.53,322.39,12.31
1.74,16.04,113.95,123.83,397.89,149.11,1.49,331.82,12.39
1.80,16.00,112.70,122.45,399.11,149.98,1.55,333.45,12.50
1.53,16.20,112.46,121.89,396.85,147.01,1.57,334.85,12.77
1.21,16.21,121.97,132.25,421.05,158.86,1.59,351.61,12.49
1.64,15.55,115.70,125.69,411.26,154.57,1.55,343.50,12.06
1.77,15.69,114.50,123.99,401.25,150.31,1.53,334.70,12.21
1.88,15.32,112.70,122.29,398.06,146.51,1.52,335.06,12.09
1.66,15.47,110.12,119.52,397.79,146.38,1.53,337.45,12.06
1.80,15.78,115.72,125.42,410.64,151.42,1.51,343.13,12.38
1.64,15.80,117.66,127.36,413.93,154.39,1.65,349.85,12.17
1.56,16.65,121.75,132.30,431.85,159.06,1.68,364.02,12.90
