" -F4202,S4203+F496,S497"," -F4202,S4203+F498,S499"," -F4202,S4203+F508,S509"," -F4202,S4203+F511,S512"," -F506,S505+F518,S519"," -F506,S505+F514,S513"," -F503,S504+F515,S516"," -F527,S526+F524,S525"," -F4205,S4206+F500,S501"
2.33,12.07,87.51,95.44,310.09,115.41,1.10,263.42,9.68
2.27,11.84,89.33,97.07,310.95,116.85,1.08,261.17,9.81
2.29,11.82,84.31,91.90,302.20,110.46,1.19,260.42,9.86
2.47,11.84,86.47,94.24,308.65,114.11,1.14,262.37,9.57
2.25,12.26,88.52,96.58,318.41,119.25,1.14,270.39,9.85
2.12,12.54,84.64,91.92,301.98,109.98,1.12,262.53,10.30
2.21,12.04,83.86,91.08,296.19,109.28,1.10,252.91,9.90
1.74,12.02,83.52,90.93,296.68,109.69,1.14,253.19,9.55
2.48,11.55,82.94,90.15,291.79,106.74,1.08,251.29,9.72
1.70,11.93,82.50,89.94,292.60,106.66,1.12,251.94,9.64
2.13,11.94,86.63,94.43,300.96,112.82,1.06,256.35,9.63
2.10,12.24,90.97,98.80,316.80,117.89,1.19,267.91,9.94
2.20,13.10,90.87,98.75,321.31,117.33,1.29,276.29,10.61
4.04,14.79,92.99,101.07,323.73,118.30,1.25,278.46,11.97
4.08,13.38,93.33,101.27,322.69,119.74,1.16,273.05,11.24
3.90,13.10,89.03,96.67,305.91,114.44,1.03,260.48,10.68
4.05,13.04,84.74,92.11,295.52,107.55,1.05,254.36,10.74
4.23,12.72,85.65,92.97,297.29,108.31,1.09,255.35,10.70
4.17,13.30,85.37,92.75,300.02,110.47,1.22,256.39,10.80
3.90,13.39,86.27,93.73,301.27,110.76,1.18,256.76,10.98
4.19,13.65,87.31,94.68,306.64,111.51,1.16,266.01,11.21
4.29,13.26,91.33,99.23,322.17,120.18,1.23,274.10,11.06
4.42,13.02,89.16,97.12,314.73,116.30,1.12,266.60,10.72
4.68,13.38,87.32,94.84,306.75,111.73,1.10,263.27,11.05
4.24,13.32,91.67,99.59,314.79,118.09,1.23,264.43,10.89
4.65,13.04,89.40,97.16,313.58,116.35,1.14,266.28,10.53
4.40,13.46,92.20,100.02,324.70,119.84,1.17,274.34,10.62
4.60,13.83,94.34,102.69,332.26,123.57,1.24,282.83,11.29
4.28,15.35,105.81,115.36,370.42,136.35,1.27,313.25,12.45
4.80,15.64,107.58,116.99,379.14,139.15,1.37,319.13,12.42
5.70,14.54,97.39,105.72,342.33,127.58,1.19,290.83,11.77
5.13,14.07,96.77,104.98,333.90,124.06,1.23,282.71,11.48
5.07,13.48,93.94,101.35,323.97,119.92,1.12,275.93,10.82
4.68,13.24,95.20,103.13,324.44,121.56,1.17,272.61,10.76
5.45,13.49,90.83,98.57,318.22,116.29,1.13,272.67,10.93
5.22,13.55,92.75,101.03,325.18,120.12,1.10,275.55,10.89
4.87,13.81,95.74,104.07,337.40,126.31,1.16,285.94,11.26
194.78,12.32,283.55,291.31,319.17,116.52,1.28,275.05,8.81
4.66,13.55,89.47,97.35,313.83,115.50,1.14,266.20,11.09
4.99,13.65,90.07,98.05,315.03,115.97,1.16,266.99,11.17
4.93,13.33,89.59,97.52,310.52,112.93,1.19,266.11,10.97
4.65,13.76,88.87,96.43,308.76,112.25,1.09,264.83,11.12
4.31,13.47,93.62,101.67,321.05,120.55,1.16,270.51,11.01
4.38,13.76,97.59,105.78,337.34,125.17,1.20,285.69,10.96
4.21,15.09,96.20,104.42,337.86,123.15,1.28,290.40,12.06
5.05,15.93,103.84,112.33,363.50,133.48,1.26,311.46,12.56
9.30,14.76,109.55,118.70,364.72,136.21,1.20,306.98,11.77
4.92,14.76,101.85,110.54,346.57,130.35,1.21,292.77,11.93
5.50,14.88,96.57,104.61,333.75,121.23,1.17,285.45,12.00
4.70,14.41,97.21,105.70,336.59,123.27,1.25,286.44,11.50
5.59,14.84,98.34,106.62,341.14,125.57,1.22,289.26,11.79
4.50,14.67,96.91,105.38,340.50,126.02,1.19,287.26,11.88
4.56,14.97,99.18,107.58,349.57,128.03,1.24,299.52,12.03
342.09,13.53,442.07,449.04,366.91,137.21,1.32,309.32,9.56
5.03,14.39,99.98,108.48,351.89,130.03,1.25,296.49,11.54
4.67,14.42,96.89,105.27,342.93,125.43,1.30,292.62,11.56
4.59,14.13,101.11,110.03,349.28,130.67,1.22,293.18,11.37
4.48,14.77,98.99,107.37,348.39,128.25,1.22,296.75,11.64
5.28,14.98,104.09,112.76,360.60,133.73,1.25,304.51,12.15
4.57,15.48,102.61,111.71,365.96,135.69,1.26,309.79,12.25
3.14,493.96,111.19,122.32,397.36,145.55,1.53,334.34,33.35
