" -F4272,S4273+F826,S827"," -F4272,S4273+F828,S829"," -F4272,S4273+F838,S839"," -F4272,S4273+F841,S842"," -F836,S835+F848,S849"," -F836,S835+F844,S843"," -F833,S834+F845,S846"," -F857,S856+F854,S855"," -F4275,S4276+F830,S831"
[184.67],[14.26],[269.79],[278.24],[321.31],[115.86],[1.26],[279.82],[11.15]
4.59,14.45,104.37,113.87,369.56,135.42,1.56,320.85,11.86
4.48,14.10,100.00,109.07,355.26,127.50,1.51,302.75,11.64
4.84,13.97,97.79,107.08,347.49,127.91,1.43,300.22,11.33
4.33,13.84,99.57,109.00,358.36,131.73,1.48,305.54,11.12
4.94,13.11,96.12,104.59,335.20,122.54,1.46,291.22,10.78
4.07,13.32,95.58,104.30,335.55,121.33,1.44,288.38,10.87
4.44,13.27,96.37,105.33,339.48,125.17,1.39,293.17,11.08
4.47,14.33,101.72,110.96,359.17,132.09,1.62,313.25,11.81
4.28,13.75,93.74,102.29,324.54,118.23,1.49,282.57,11.23
4.41,13.29,95.05,103.71,329.18,122.18,1.42,283.75,11.09
3.98,13.80,93.76,102.69,327.14,120.78,1.37,282.35,11.02
4.15,13.53,89.77,97.80,311.77,113.02,1.38,272.77,10.85
4.60,13.50,91.55,99.87,312.27,114.37,1.43,271.65,11.01
4.58,13.35,92.44,100.85,320.27,116.10,1.33,280.32,11.12
4.70,13.83,98.09,106.91,331.11,122.46,1.56,287.99,10.94
4.17,15.55,104.92,114.11,363.97,132.28,1.69,319.31,12.83
2.68,14.11,100.99,110.23,351.94,128.44,1.57,307.29,11.73
2.46,12.31,92.53,100.53,316.15,116.96,1.42,273.16,10.00
4.14,11.71,87.30,94.95,303.74,110.58,1.27,264.24,9.75
3.22,11.74,85.15,93.13,295.42,108.98,1.22,254.46,9.69
2.39,11.85,83.89,91.58,294.59,108.01,1.30,254.61,9.57
2.71,11.87,87.76,95.95,307.40,113.94,1.27,264.59,9.66
3.26,11.86,89.43,97.80,311.05,116.18,1.26,265.85,9.64
2.71,12.31,86.24,94.18,303.18,110.80,1.36,262.84,10.01
7.90,12.37,99.69,108.51,333.92,124.15,1.30,287.58,10.05
2.13,11.93,89.17,97.63,319.03,117.85,1.26,273.57,9.54
3.26,12.05,89.14,97.32,312.54,115.05,1.36,268.43,9.58
1.57,11.97,88.81,97.07,314.92,115.50,1.26,272.68,9.68
3.75,12.26,93.63,102.34,330.04,123.38,1.23,282.31,9.70
3.77,12.54,91.67,100.28,326.29,120.79,1.30,279.16,9.78
1.35,12.46,93.77,102.38,327.68,121.46,1.40,281.75,9.83
2.25,12.63,99.20,108.16,350.18,129.55,1.50,300.72,10.14
1.37,39.36,96.71,106.06,340.60,125.99,1.39,292.17,10.06
1.87,12.81,91.78,100.97,317.99,118.07,1.34,273.40,47.18
4.48,12.93,88.79,96.96,314.96,116.67,1.24,268.94,10.21
4.56,16.82,90.81,98.80,320.43,120.26,1.25,273.33,10.10
1.81,3279.60,85.52,94.03,304.55,111.95,1.25,262.26,11.26
4.53,12.87,86.46,94.30,301.91,110.99,1.25,260.20,10.45
4.70,12.59,87.45,95.39,308.40,114.32,1.24,263.10,10.33
4.39,12.89,91.05,99.29,319.89,118.87,1.36,274.91,10.60
3.96,12.86,84.65,92.12,293.41,107.39,1.32,253.48,10.51
4.58,12.98,87.07,95.09,301.82,112.45,1.22,258.16,10.91
4.70,12.99,86.85,94.46,300.44,111.48,1.25,257.41,10.67
4.53,12.24,83.25,90.41,287.95,105.95,1.27,248.23,10.26
1.83,12.40,84.11,91.50,288.17,106.58,1.19,248.65,10.03
5.10,12.54,85.95,93.49,298.83,109.68,1.35,257.45,10.47
4.18,12.95,91.65,99.45,310.30,114.99,1.32,267.25,10.84
5.63,14.59,101.41,110.28,350.04,127.77,1.54,305.39,12.60
4.41,15.17,101.44,109.96,353.68,129.82,1.57,308.65,12.85
4.25,13.31,91.94,99.67,311.21,115.92,1.33,267.33,10.67
4.56,12.74,86.39,93.63,300.76,110.21,1.22,258.37,10.50
4.46,12.51,83.67,91.26,288.21,106.27,1.20,249.20,10.37
4.07,12.55,82.87,89.85,288.70,105.54,1.18,249.26,10.23
4.55,12.92,86.24,94.17,300.20,111.78,1.18,257.06,10.36
4.31,12.67,86.59,94.31,299.49,111.77,1.20,255.24,10.20
4.29,12.74,84.87,92.45,292.99,107.83,1.20,251.80,10.17
4.70,13.58,91.23,98.96,315.53,117.43,1.26,270.05,10.79
4.60,12.58,86.99,94.86,307.47,113.94,1.16,261.02,10.46
4.28,12.91,86.48,94.90,302.35,112.03,1.24,258.43,10.00
4.02,12.66,86.14,94.01,304.93,111.87,1.17,261.44,10.13
4.29,12.72,90.17,98.30,322.29,120.84,1.21,274.17,9.95
4.55,13.11,88.73,96.82,325.69,116.44,1.29,267.91,10.19
5.04,13.45,91.96,100.08,318.37,116.33,1.21,271.68,10.64
