" -F4146,S4147+F232,S233"," -F4146,S4147+F234,S235"," -F4146,S4147+F244,S245"," -F4146,S4147+F247,S248"," -F242,S241+F254,S255"," -F242,S241+F250,S249"," -F239,S240+F251,S252"," -F263,S262+F260,S261"," -F4149,S4150+F236,S237"
[112.46],[14.60],[198.77],[207.24],[328.77],[118.22],[1.25],[286.54],[11.20]
0.01,16.03,121.22,132.11,435.99,157.01,1.69,387.94,12.49
0.29,14.30,110.85,120.80,398.84,144.70,1.55,353.98,11.12
16.53,14.03,124.57,134.78,395.02,143.97,1.59,351.09,11.24
0.01,14.11,107.70,117.78,389.52,143.30,1.51,345.05,10.84
1.19,14.06,109.82,120.19,392.92,144.26,1.48,346.18,10.87
47.85,13.85,149.95,159.27,370.63,133.89,1.48,329.55,11.08
0.38,13.69,102.91,112.25,373.27,135.50,1.48,327.02,11.09
0.22,13.73,104.61,114.04,376.82,137.45,1.51,336.53,10.81
0.30,14.61,104.36,113.48,377.65,134.70,1.58,337.10,11.41
0.11,13.51,100.77,109.78,359.08,129.70,1.38,319.83,10.94
0.38,13.62,101.43,110.75,360.00,131.04,1.52,319.10,11.09
0.34,13.91,101.19,109.80,356.25,127.94,1.45,318.54,10.94
0.30,13.47,98.19,106.95,348.99,124.54,1.52,314.35,11.07
0.36,13.69,101.64,111.02,362.84,132.40,1.34,321.98,10.97
0.32,13.66,102.91,112.63,371.33,134.83,1.39,328.81,10.97
0.29,14.36,103.30,112.30,359.30,129.95,1.45,320.76,11.35
4.90,14.27,94.12,102.16,320.24,117.24,1.35,277.26,11.71
5.10,13.46,94.42,102.22,330.30,121.72,1.22,284.34,11.17
3.60,67.07,90.21,99.69,319.57,118.51,1.25,274.30,10.05
4.99,13.01,89.11,96.59,306.09,110.94,1.19,267.04,10.79
5.09,13.65,90.54,98.37,310.70,113.24,1.27,268.93,11.06
4.96,13.12,91.03,98.78,313.66,115.87,1.19,269.80,10.83
4.47,13.42,90.25,98.20,313.73,115.14,1.24,270.86,10.90
4.79,13.84,94.18,102.15,331.38,119.40,1.32,287.75,11.22
4.41,13.34,93.12,101.43,327.02,120.44,1.14,283.26,11.15
4.50,13.20,92.04,100.11,326.88,120.04,1.25,277.93,10.98
4.44,14.62,91.86,99.87,323.11,118.60,1.18,279.21,10.70
5.48,13.10,98.07,106.65,343.89,127.73,1.18,292.06,21.30
1.68,256.12,95.01,104.88,338.38,126.03,1.26,290.41,10.30
5.15,13.97,97.73,106.53,345.62,127.66,1.27,298.40,11.43
5.50,14.24,100.90,109.65,354.41,130.44,1.33,304.25,11.56
4.31,15.80,114.26,124.27,397.91,145.39,1.41,343.64,12.83
4.89,15.41,112.33,122.41,388.20,142.86,1.49,331.55,12.25
4.24,13.15,96.83,105.36,338.34,124.85,1.21,287.54,10.63
3.86,13.35,92.61,100.87,328.78,121.55,1.19,281.83,10.68
5.55,12.49,91.72,100.10,320.04,119.39,1.17,272.82,10.38
4.05,12.32,92.25,100.42,325.71,121.43,1.20,275.02,9.96
4.62,12.21,87.49,95.15,305.21,111.68,1.15,262.31,9.93
4.17,12.12,86.93,94.77,309.64,113.79,1.15,260.78,10.09
4.61,12.56,88.50,96.45,310.83,114.13,1.13,267.25,10.42
4.72,13.23,88.36,95.87,308.95,111.24,1.18,267.67,10.53
4.60,12.34,85.53,92.86,295.71,108.40,1.10,253.90,10.18
4.76,12.25,86.14,93.55,297.20,109.84,1.14,254.27,10.07
4.58,12.48,86.21,93.56,295.32,107.87,1.08,254.13,10.39
4.48,12.17,84.80,92.54,293.61,106.91,1.12,253.68,10.16
4.78,12.35,88.11,95.58,302.62,111.76,1.13,258.56,10.32
4.69,12.75,90.32,98.12,316.06,116.53,1.19,269.51,10.38
