" -F4223,S4224+F595,S596"," -F4223,S4224+F597,S598"," -F4223,S4224+F607,S608"," -F4223,S4224+F610,S611"," -F605,S604+F617,S618"," -F605,S604+F613,S612"," -F602,S603+F614,S615"," -F626,S625+F623,S624"," -F4226,S4227+F599,S600"
[2.82],[14.47],[86.95],[95.79],[308.01],[110.02],[1.36],[269.51],[11.41]
1.91,15.51,109.01,120.37,394.06,144.26,1.6,341.89,10.16
1.76,14.82,101.62,112.1,364.87,134.41,1.54,318.55,9.67
1.69,14.75,99.86,109.99,355.74,131.14,1.49,311.57,9.37
2.51,14.47,97.84,107.74,353.39,129.88,1.51,309.27,9.41
2.51,14.58,96.96,107.22,347.99,126.61,1.55,304.72,9.68
2.27,14.49,96.97,107.03,346.42,127.4,1.47,302.74,9.29
1.74,13.91,98.21,108.52,356.8,131.61,1.48,310.07,9.01
1.94,14.71,103.02,113.78,364.92,135.5,1.5,316.65,9.77
1.6,14.55,94.75,104.3,339.93,123.09,1.55,300.23,10
2.6,14.4,94.97,104.5,340.14,124.6,1.43,297.28,9.49
2.7,14.37,94.22,104.33,336.47,123.14,1.44,293.13,9.42
1.88,13.97,91.6,101.07,324.84,118.05,1.4,283.69,9.03
2.41,14.06,91.92,101.56,326.54,118.92,1.51,287.14,9.36
2.65,14.23,96.14,106.03,336.95,125.42,1.55,293.07,9.53
2.54,14.27,97.51,107.7,344.59,126.5,1.57,300.38,9.32
1.97,15.04,100.39,109.84,358.31,129.19,1.6,315.16,9.96
1.97,14.35,93.92,103.31,335.74,121.71,1.55,292.41,11.65
2.34,13.52,90.76,99.93,322.13,119.19,1.42,276.93,10.74
2.15,13.44,88.06,96.96,309.48,115.81,1.3,265.9,10.45
1.99,13.07,85.07,93.64,300.1,110.09,1.28,260.71,10.24
2,13.22,84.88,93.37,298.51,109.59,1.43,257.08,10.22
1.93,13.3,86.62,95.6,307.43,113.9,1.28,263.8,10.4
2.05,13.5,86.72,95.78,310.36,114.22,1.32,267.71,10.34
1.92,13.54,86.79,95.32,310.55,113.08,1.38,269.76,10.64
2.26,13.67,94.24,104.1,331.37,123.83,1.43,283.7,10.72
1.86,13.33,90.19,99.66,326.97,121.2,1.33,280.6,10.4
2.08,13.88,88.5,97.4,316.61,116.32,1.33,273.71,10.45
1.84,13.55,88.66,98.19,318.6,117.14,1.38,274.64,10.31
2.29,13.38,89.12,98.28,321.6,118.4,1.33,276.8,10.07
2.22,13.53,91.63,101.19,325.96,120.72,1.28,279.59,10.36
2.38,13.83,94.75,104.35,337.73,125.57,1.35,289.63,10.73
2.21,15.29,102.99,113.2,367.12,135.52,1.47,313.59,11.61
2.1,14.49,100.3,110.18,358.14,132.55,1.38,304.18,11.03
2.05,13.08,91.21,100.26,325.33,120.92,1.33,277.93,10.6
2.34,13.06,87.99,97.07,311.35,115.81,1.23,265.9,10.41
2.16,12.71,85.17,93.92,310.22,114.16,1.21,265.95,10.22
1.87,12.56,85.07,93.75,306.08,112.57,1.24,263.02,10.18
1.84,12.52,84.32,92.63,303.65,111.57,1.22,261.45,10.36
2.51,12.74,86.74,95.63,314.23,116.44,1.25,268.55,10.18
2.03,13.08,90.37,99.56,318.65,119.25,1.24,271.29,10.56
1.91,13.17,83.08,91.5,295.86,108.18,1.25,255.58,10.58
1.85,13.04,83.05,91.7,297.78,109.9,1.34,254.95,10.66
2.54,13.11,83.48,92,296.09,109.86,1.22,253.12,10.58
1.89,12.92,81.57,89.63,287.61,105.08,1.3,247.1,10.19
2.14,13.1,82.55,90.93,289.62,106.74,1.18,250.45,10.28
2,12.74,85.67,94.06,300.93,112.83,1.21,256.74,10.5
