" -F4300,S4301+F958,S959"," -F4300,S4301+F960,S961"," -F4300,S4301+F970,S971"," -F4300,S4301+F973,S974"," -F968,S967+F980,S981"," -F968,S967+F976,S975"," -F965,S966+F977,S978"," -F989,S988+F986,S987"," -F4303,S4304+F962,S963"
2.29,13.17,80.88,89.12,286.55,104.39,1.12,246.2,10.2
2.71,13.38,82.07,90.42,293.98,108.24,1.21,250.49,10.67
2.64,13.56,85.69,94.03,302.24,111.67,1.23,258.5,10.68
2.55,13.68,89.64,98.04,311.52,115.01,1.28,266.83,11.1
2.59,16.7,104.87,114.66,378.16,136.87,1.73,332.64,13.74
3.07,17.01,107.56,117.65,386.44,139.61,1.73,340.47,13.78
2.7,14.02,91.48,100.54,319.45,117.36,1.34,273.24,11.27
2.58,14.28,88.79,97.53,312.14,115.85,1.32,266.9,10.99
2.43,13.84,84.09,92.48,302.35,110.81,1.24,259.48,10.99
2.46,13.39,83.63,92.08,294.72,107.51,1.22,253.8,10.57
2.83,13.7,87.7,96.57,309.04,115.48,1.26,262.52,10.8
2.62,13.89,88.39,96.67,309.68,116.18,1.21,263.5,10.36
2.49,14.18,84.89,93.32,303.86,111,1.23,263.54,11.16
2.41,14.38,92.66,101.13,329.33,122.48,1.35,280.7,11.46
2.38,14,87.43,95.73,311.79,115.86,1.23,265.35,10.59
2.46,13.61,86.41,94.74,310.37,114.05,1.2,265.11,10.5
2.67,13.84,86.79,95.22,307.35,113.5,1.23,262.93,10.44
2.72,13.87,92.37,101.45,335.2,125.32,1.24,284.71,11.16
2.43,14.28,89.61,98.51,324.09,120.15,1.28,275.87,10.86
2.55,13.9,90.09,99.04,328.87,122.06,1.28,280.85,10.76
2.39,15.24,95.19,104.39,339.97,124.47,1.38,291,11.53
1.84,14.65,98.02,106.86,352.94,129.02,1.38,301.28,11.02
1.7,14.3,94.05,103.04,344.14,126.44,1.33,293.69,10.44
1.78,14,93.38,102.34,340.94,126.44,1.24,289.49,10.34
1.69,13.73,95.96,105.05,352.28,131.28,1.27,298.46,10.3
1.81,13.77,90.43,99.1,322.75,119.21,1.27,275.72,10.43
1.86,13.6,90.35,98.86,328.82,120.92,1.21,279.39,10.1
1.92,13.77,92.11,100.72,328.95,121.97,1.21,279.12,10.62
1.63,14.61,98.43,107.22,353.82,132.5,1.4,299.73,10.94
1.81,14.32,89.65,97.89,321.95,118.13,1.28,277.22,10.8
1.93,13.84,92.91,101.63,329.66,124.8,1.22,278.34,10.47
1.88,13.51,92.26,101.34,326.64,121.76,1.21,277.54,10.41
1.69,13.34,87.85,96.28,311.98,114.11,1.3,267.17,10.36
1.85,13.72,88.66,97.26,319.15,117.36,1.22,272.07,10.51
1.73,14.27,93.23,102.02,331.64,123.25,1.18,283.93,10.71
1.89,13.92,95.01,103.91,335.04,123.3,1.35,287.37,10.88
1.82,16.5,110.25,120.9,405.91,148.16,1.77,355.5,12.99
3.14,19.04,118.28,129.09,436.89,159.88,1.76,379.73,14.81
2.99,16.68,107.24,117.2,380.49,141.02,1.4,321.2,13.1
3.03,17.1,106.71,116.48,379.02,141.81,1.43,318.75,12.92
2.98,16.88,101.96,111.46,365.39,135.28,1.35,307.23,12.86
3.24,15.66,99.65,109.07,348.91,128.06,1.39,297.74,12.14
3.25,16.82,105.5,115.42,372.04,139.68,1.45,312.77,12.87
3.19,16.46,105.88,115.71,373.7,141.93,1.44,313.69,12.76
2.84,16.9,101.43,110.82,364.63,134,1.47,311.23,12.91
3.6,17.51,113.37,123.1,410.74,151.41,1.67,352.39,13.63
3.32,16.23,104.61,114.48,371.85,138.65,1.39,313.67,12.61
2.97,16.47,102.72,112.34,369.83,135.74,1.34,312.85,12.65
3.19,16.53,104.47,114.29,369.93,136.85,1.36,312.62,12.42
3.12,16.02,106.84,116.7,390.16,145.43,1.4,330.14,12.52
3.6,16.53,105.68,115.66,381.47,140.82,1.35,322.67,12.66
3.49,17.06,105.67,115.38,386.59,142.82,1.5,328.2,12.91
3.15,17.68,107.72,117.68,387.12,141.36,1.47,330.12,13.46
