" -F4314,S4315+F1024,S1025"," -F4314,S4315+F1026,S1027"," -F4314,S4315+F1036,S1037"," -F4314,S4315+F1039,S1040"," -F1034,S1033+F1046,S1047"," -F1034,S1033+F1042,S1041"," -F1031,S1032+F1043,S1044"," -F1055,S1054+F1052,S1053"," -F4317,S4318+F1028,S1029"
[2.67],[15.03],[91.25],[100.46],[328.05],[116.42],[1.46],[289.76],[11.96]
2.5,15.78,109.78,120.48,398.94,143.72,1.72,357.26,12.83
2.54,15.31,105.26,116.13,385.21,140.04,1.65,345.27,12.16
2.42,14.63,105.39,116.41,387.16,141.84,1.63,342.13,11.76
2.56,14.92,107.84,118.73,398.31,146.85,1.66,351.2,12.09
2.39,14.61,101.08,111.27,362.76,130.98,1.49,321.81,11.71
2.52,14.62,100.79,111.06,368.83,133.01,1.59,328.07,11.72
2.52,14.48,103.02,113.68,370.93,135.57,1.65,328.08,12.06
2.59,15.51,110.29,121.5,406.45,147.24,1.86,361.42,12.7
2.51,15.08,98.2,108.27,356.78,127.92,1.59,321.33,12.17
2.52,14.58,102.01,112.12,365.69,134.52,1.58,323.81,12.05
2.49,14.93,101.07,111.13,359.91,131.46,1.5,320.02,12.06
2.61,14.1,95.73,105.59,339.97,121.5,1.56,307.25,11.69
2.44,14.9,96.62,106.63,349.66,125.9,1.62,313.53,11.88
2.55,15.07,98.93,108.75,354.76,128.64,1.74,317.05,11.72
2.51,14.52,102.28,112.31,360.18,130.21,1.69,323.04,12.13
2.6,16.61,111.52,122.62,403.21,145.58,1.9,363.74,13.68
3.39,16.97,105.08,115.09,378.86,137.53,1.74,335.1,14.78
2.63,14.22,92.43,101.3,322.77,118.23,1.39,279.65,11.47
2.88,14.18,88.93,97.77,314.96,116.29,1.39,272.22,11.74
3.1,13.86,86.17,94.86,307.58,113.04,1.34,266.93,11.56
3.02,13.91,85.52,94.4,300,109.02,1.37,261.57,11.68
3.05,14.44,89.62,98.79,314.6,116.77,1.26,271.08,12.03
3.17,14.13,89.97,99.02,318.32,119.23,1.32,272.84,12.08
3.19,14.25,87.08,96.1,312.69,113.93,1.32,272.21,12.11
3.24,14.71,98.36,107.99,356.08,130.11,1.55,311.92,12.45
3.09,13.8,90.9,100.32,323.58,119.54,1.34,277.48,11.64
2.95,14,89.26,98.5,321.19,117.72,1.35,277.78,11.65
3.16,13.82,89.93,99.02,316.84,116.44,1.25,273.61,11.35
3.2,14.15,95.57,105.3,346.06,128.8,1.35,295.75,11.55
3.47,14.14,94.1,103.69,337.05,125.07,1.37,288.87,11.72
3.66,14.42,94.94,104.81,340.9,125.65,1.43,295.06,12.22
3.26,15.24,98.84,108.7,354.09,128.83,1.46,306.98,12.62
3.08,14.45,95.18,104.36,337.33,123.3,1.35,289.3,12
3.12,14.06,89.76,99.21,322.96,118.6,1.27,277.48,11.36
3.36,13.43,88.75,97.89,317.12,117.75,1.24,270.66,11
3.06,13.02,90.74,100.26,327.36,122.08,1.3,277.91,10.71
3.07,12.88,85.48,94.15,300.94,110.71,1.26,257.42,10.69
2.84,13.15,85.12,93.7,305.13,111.73,1.18,261.24,10.43
2.78,13.28,85.98,94.86,305.07,112.43,1.25,261.27,11.04
3.02,13.53,91.73,101.08,329.15,120.54,1.43,285.08,11.42
3.06,13.67,82.52,90.67,295.53,107.27,1.29,256.11,11.05
2.84,12.84,85.02,93.79,300.5,112.45,1.2,256.38,10.2
2.86,13.17,85.02,93.64,298.43,110.89,1.22,255,11.08
2.6,12.57,81.68,90.37,286.14,104.38,1.21,247.15,10.54
2.86,13.3,81.98,90.53,292.92,107.58,1.17,251.7,10.81
2.72,13.58,85.34,93.65,300.32,111.32,1.23,257.74,10.88
2.83,13.76,89.28,97.65,311.11,114.3,1.31,267.09,11.28
2.82,16.61,102.98,112.86,370.33,134.29,1.76,326.84,13.83
3.21,16.2,104.11,113.95,372.57,135.5,1.71,328.9,14.04
2.71,13.46,88.81,97.53,308.83,113.85,1.3,264.03,10.95
3.04,13.12,85.21,93.75,299.29,111.09,1.22,255.47,10.86
2.89,13.07,81.54,89.81,289.91,106.69,1.23,249.12,10.83
2.82,12.69,81.2,89.12,283.94,103.93,1.16,244.22,10.37
2.82,12.81,84.35,92.7,296.18,110.26,1.23,252.39,10.6
2.93,12.96,84.81,93.22,296.9,111.41,1.13,251.76,10.44
2.96,13.55,82.02,90.33,290.95,106.21,1.17,252,10.97
2.86,13.82,87.48,96.32,314.2,115.61,1.27,269.35,11.3
2.9,12.78,84.98,93.44,301.15,111.47,1.08,256.76,10.69
3.08,12.86,84.19,92.57,300.77,110.94,1.21,256.72,10.55
3.17,13.08,84.11,92.36,295.6,108.74,1.22,253.26,10.7
3.01,13.28,89.72,99.03,323.65,121.23,1.18,275.07,10.59
3.08,13.8,87.54,96.47,313.77,117.01,1.23,267.46,10.99
3.05,13.39,88.62,98.13,319.69,118.46,1.27,273.71,11.11
2.99,14.22,94.73,103.77,334.66,122.95,1.38,285.8,11.38
2.15,13.67,93.69,102.66,333.71,122.81,1.32,285.79,10.71
1.93,13.15,88.52,97.01,319.08,118.57,1.23,273.15,10.36
1.96,13.05,86.41,95.1,313.89,116.62,1.16,266.84,10.04
2.15,12.7,89.03,97.84,323.41,121.02,1.26,275.69,10.16
2.01,12.59,84.16,92.49,297.78,109.66,1.16,255.13,10.05
1.94,12.39,83.56,91.77,301.57,111.02,1.16,258.33,9.68
1.95,12.24,84.37,92.78,301.23,111.74,1.1,257,9.76
2.04,13.09,87.43,96.16,316.65,117.33,1.34,270.91,10.61
2.01,12.63,81.69,89.89,292.5,106.93,1.25,253.53,10.17
2.05,12.24,84.42,92.83,298.07,112.27,1.23,253.34,9.94
1.97,12.24,84.29,92.55,298.12,110.86,1.13,254.34,9.78
2,12.1,80.32,88.35,285.05,103.94,1.15,244.85,9.84
1.81,12.33,80.55,88.99,290.81,106.85,1.14,249.45,9.87
