" -F4132,S4133+F166,S167"," -F4132,S4133+F168,S169"," -F4132,S4133+F178,S179"," -F4132,S4133+F181,S182"," -F176,S175+F188,S189"," -F176,S175+F184,S183"," -F173,S174+F185,S186"," -F197,S196+F194,S195"," -F4135,S4136+F170,S171"
[2.61],[14.31],[87.17],[95.95],[307.37],[109.84],[1.34],[268.02],[11.34]
2.58,16.54,112.6,,400.04,145.27,,347.12,12.95
2.56,14.83,100.59,110.72,361.74,132.48,1.52,312.88,11.14
3.08,14.71,97.7,107.6,353.14,129.94,1.5,305.19,12.7
3.22,14.2,96.88,107.1,346.72,129.29,1.39,298.02,12.27
3.32,13.92,98,108.19,350.77,130.63,1.4,299.48,11.6
3.13,13.79,92.12,101.21,329.31,119.98,1.41,285.76,11.85
3.08,13.71,92.09,101.58,333.28,122.14,1.31,283.7,11.93
3,14.05,93.56,103.13,335.53,123.37,1.37,291.12,12.04
3.1,14.9,94.68,104.19,337.86,121.5,1.45,293.56,12.6
3.09,13.75,90.95,99.8,321.04,117.63,1.32,277.48,11.9
2.94,13.83,91.08,100.11,320.15,117.74,1.3,275.77,11.69
3.06,14.16,90.56,99.39,316.95,115.18,1.36,274.7,11.93
3.02,14.05,88.81,97.6,312.72,113.17,1.39,274.05,12.19
3.04,13.93,91.72,101,325.1,119.73,1.29,279.78,11.86
3.23,14.05,93.61,102.89,336.05,123.17,1.36,290.41,12.39
3.04,14.78,93.16,102.26,324.95,118.97,1.46,281.99,12.5
2.47,13.29,88.91,97.91,311.22,113.96,1.24,266.81,11.4
2.51,12.62,88.6,97.58,320.63,117.64,1.27,274.1,11.08
2.33,12.16,86.46,95.05,306.82,113.33,1.23,262.2,10.77
2.42,12.24,83.39,91.76,295.22,107.46,1.31,255.83,10.91
2.43,12.21,84.93,93.42,299.66,109.54,1.23,258.09,10.99
2.57,12.18,85.63,93.88,301.4,111.46,1.31,258.31,10.88
2.27,12.58,84.72,93.15,299.45,109.68,1.29,258.25,11.12
2.37,13.32,87.25,96.09,315.13,113.03,1.3,274.48,11.54
2.47,12.56,87.24,96.31,315.73,116.28,1.16,271.33,10.97
2.28,12.17,86.65,95.55,312.73,115.19,1.2,265.08,10.86
2.46,12.71,86.67,95.33,310.02,114.06,1.24,267.6,11.15
2.33,12.71,91.17,100.68,327.27,122,1.29,278.82,11.18
2.45,12.91,90.12,99.44,325.06,121.27,1.24,276.89,11.22
2.37,12.94,91.9,101.5,332.37,123.18,1.26,284.75,11.28
0.48,12.97,95.39,,341.27,125.87,1.34,291.89,8.71
2.56,14.89,109.77,120.54,387.8,142.27,1.57,333.28,12.95
3.66,16.38,108.89,119.67,382.99,141.27,1.49,327.67,13.92
3.34,13.9,93.13,102.47,332.82,123.06,1.26,283.08,11.86
3.49,13.54,89.22,98.36,322.32,119.77,1.24,275.4,11.52
3.2,13.32,87.6,96.61,313.75,117.62,1.2,266,11.19
3.05,13.43,88.83,97.62,319.77,119.43,1.17,270.81,11.2
3.08,13.53,83.34,91.8,300.52,110.6,1.16,258.52,11.48
3.42,12.88,84.16,92.79,303.8,112.01,1.1,256.18,11.28
3.53,13.04,85.17,93.7,305.31,112.65,1.18,262.65,11
3.29,13.85,83.76,92.21,302.75,108.75,1.21,262.43,11.68
3.14,13,82.57,90.76,290.57,106.67,1.18,250.4,11.62
3.4,13.03,83.22,91.4,292.71,108.12,1.1,250.46,11.24
3.49,12.88,82.92,91.12,291.1,105.76,1.16,250.65,11.24
3.38,12.95,81.52,89.74,287.38,104.62,1.12,248.98,11.17
3.14,12.85,84.32,93.12,298.89,110.62,1.15,254.78,11.22
3.23,13.1,87.21,95.75,312.49,115.86,1.15,266.08,11.59
3.48,13.89,88.13,96.35,304.62,112.01,1.27,261.52,11.98
2.87,14.28,88.06,96.23,307.16,113.06,1.29,263.12,12.11
2.96,13.4,87.88,96.53,313.59,116.08,1.15,266.67,11.59
3.03,13.28,84.32,92.67,300.36,111.88,1.08,254.88,11.13
3.07,13.09,81.6,89.76,288.31,104.76,1.16,249.67,11.21
2.92,13.31,82.67,91.07,291.53,106.18,1.11,249.65,11.22
2.92,12.96,82.97,90.86,292.34,108.11,1.1,249.51,11.18
2.73,12.81,82.38,90.45,290.44,106.65,1.14,249.25,11.06
3.07,14.35,83.3,91.16,299.96,108.46,1.21,257.95,11.62
3.16,13.3,84.42,92.8,303.3,111.99,1.16,259.61,11.25
2.85,12.7,83.56,91.91,302.99,111.68,1.21,254.53,11.23
3.04,13.15,83.89,92.15,300.98,111.05,1.23,256.41,11.14
3.02,13.08,88.55,97.26,319.14,119.59,1.2,269.05,11.09
3.34,13.07,87.66,96.47,313.36,117.38,1.18,265.34,11.01
3.12,13.6,89.19,98.14,321.51,119.44,1.28,274.12,11.73
3.07,14.04,93.23,102.62,331.71,122.49,1.34,281.39,11.73
3.5,16.11,109.08,119.97,382.59,140.63,1.46,325.76,13.21
3.39,16.04,109.95,120.65,384.48,141.58,1.5,327.37,13.26
3.05,14.13,93.74,103.2,332.42,123.08,1.22,281.13,11.86
3.31,14.02,90.01,98.68,324.42,119.96,1.23,276.16,11.76
3.4,13.45,88.23,97.09,314.67,117.48,1.24,267.14,11.27
3.57,12.96,89.84,98.51,322.19,120.01,1.17,271.27,11
3.34,12.92,84.29,92.83,302.07,110.77,1.16,257.75,11.06
3.11,13.02,84.95,93.3,307.28,113.19,1.2,256.74,11.27
2.91,13.47,85.31,93.63,306.74,113.31,1.25,261.07,11.46
3.21,14.13,83.97,92,302.03,109.45,1.15,259.44,11.84
3.01,12.86,83.97,92.1,295.04,108.93,1.17,250.94,11.22
3.02,12.98,83.57,91.67,293.44,108.5,1.15,249.06,11.01
2.98,13.29,83.17,91.52,294.03,107.24,1.12,251.5,11.36
3.17,13.14,82.02,90.28,292.06,106.22,1.1,251.9,11.3
3.35,13.28,85.71,94.06,302.18,112.48,1.06,255.37,11.39
2.84,13.4,88.68,97.52,316.23,117.11,1.16,268.9,11.2
2.66,14.09,88.69,97.21,308.61,113.15,1.28,263.8,11.8
3.24,14.35,90.93,99.57,317.52,116.17,1.3,271.58,12.2
3.33,13.99,91.87,100.83,327.58,121.17,1.21,276.79,11.77
2.89,13.55,87.66,96.55,312.08,116.08,1.17,265.53,11.58
3,13.68,84.24,92.55,299.05,108.61,1.17,257.84,11.6
2.95,13.29,85.72,94.19,303.16,110.89,1.17,259.45,11.45
3.08,13.19,86.37,94.76,304.75,113.04,1.21,258.53,11.51
3.06,13.44,86.46,95.03,303.92,112,1.18,259.39,11.62
3.01,14.31,86.78,95.38,311.18,113.61,1.14,266.91,12.15
2.85,13.87,87.29,95.87,314.15,116.13,1.2,268.32,11.53
2.91,13.2,86.98,95.72,314.25,116.34,1.1,263.09,11.46
3.07,13.6,86.81,95.49,309.33,113.82,1.23,265.15,11.61
3.07,13.46,91.91,101.02,331.91,124.23,1.34,279.59,11.65
3,13.89,89.61,98.56,321.89,120.06,1.16,274.02,11.87
2.85,14.14,91.56,100.51,331.54,123.15,1.3,282.66,11.75
2.76,14.35,95.12,104.39,340.37,126.39,1.27,288.04,11.96
3.05,16.29,110.41,121.14,388.32,142.56,1.53,332.8,13.61
2.3,16.3,111.04,121.59,398.06,145.2,1.48,340.5,13.37
2.17,14.3,97.32,106.8,353.73,130.3,1.24,299.38,11.62
1.94,14.09,95.47,104.62,349.84,129.72,1.27,296.94,11.48
2.03,13.59,93.18,102.11,339.26,126.37,1.25,287.71,10.91
1.84,13.29,95.21,104.14,347.94,130.17,1.23,293.09,11.03
2.2,13.4,90.62,99.05,326.68,120.31,1.18,279.33,11.12
2.29,13.1,90.74,99.41,331.03,121.99,1.27,275.82,11.01
2.2,13.79,91.78,100.59,332.84,123.05,1.24,282.44,11.24
2.06,14.24,91.76,100.46,332.75,120.81,1.26,282.79,11.69
2.17,13.55,90.28,98.99,321.1,118.9,1.26,271.55,11.24
2.1,13.58,91.39,100.05,323.39,120.55,1.14,273.77,11.1
2.24,13.31,90.09,98.78,318.49,116.85,1.2,273.16,10.92
2.08,13.29,88.06,96.47,316.57,114.92,1.3,272.17,11.08
2.18,13.39,91.66,100.72,328.76,122.15,1.22,278.74,11.11
2.04,14.04,96.07,105.34,348.16,129.3,1.27,295.26,11.45
