" -F4216,S4217+F562,S563"," -F4216,S4217+F564,S565"," -F4216,S4217+F574,S575"," -F4216,S4217+F577,S578"," -F572,S571+F584,S585"," -F572,S571+F580,S579"," -F569,S570+F581,S582"," -F593,S592+F590,S591"," -F4219,S4220+F566,S567"
[2.64],[14.33],[86.56],[95.62],[306.08],[109.29],[1.34],[268.00],[11.37]
3.2,15.46,106.62,117.42,382.03,139.7,1.6,329.01,13.37
3.64,14.94,98.73,108.84,352.17,130.27,1.51,303.22,13.05
3.34,14.51,96.04,106.25,340.95,125.51,1.46,295.48,12.74
3.64,13.95,93.86,103.41,337.8,123.93,1.44,294.16,12.22
3.49,13.63,93.58,103.18,333.92,121.46,1.4,290.32,12.22
3.18,13.71,92.69,102.38,332.48,121.91,1.39,288.68,12.02
3.47,13.78,94.46,104.17,342.81,125.83,1.34,294.71,12.37
3.39,14.68,98.96,109.45,349.33,129.24,1.49,300.97,12.77
3.45,14.37,91.69,100.93,326.78,118.09,1.45,284.66,12.79
3.53,13.98,90.86,100.62,326.3,120.12,1.47,281.06,12.24
3.2,13.78,90.87,100.28,323.77,119.26,1.42,277.41,12.35
3.3,13.95,88.32,97.17,312.65,113.42,1.4,269.67,12.34
3.49,14.1,89.41,98.66,314.08,114.79,1.36,273.81,12.6
3.5,14.11,92.18,101.93,324.75,121.19,1.39,278.84,12.4
3.45,14.22,94.93,104.39,334.32,123.25,1.42,287.55,12.62
3.14,15.07,97.6,107.2,347.47,125.5,1.56,301.85,13.71
2.6,13.48,93.51,102.97,333.92,120.61,1.57,289.04,12.21
2.57,12.76,89.66,98.75,317.91,117.38,1.4,272.67,11.27
2.33,12.39,87.18,96.43,305.9,114.04,1.32,261.23,11.1
2.33,12.39,83.65,92.41,295.68,108.37,1.29,255.51,10.98
2.23,12.14,83.4,91.84,294.76,107.78,1.27,253.25,10.82
2.43,12.34,85.41,94.24,303.24,112.17,1.24,259.46,10.87
2.38,12.78,85.8,94.68,307.13,113.08,1.3,263.9,11.16
2.36,12.88,85.13,93.96,305.25,111.03,1.35,264.94,11.2
2.37,12.82,93,102.88,328.07,122.22,1.32,279.58,11.44
2.54,12.26,89.05,98.67,322.93,119.64,1.3,275.77,10.96
2.55,12.4,87.3,96.06,312.43,115.02,1.41,268.89,11.12
