" -F4167,S4168+F331,S332"," -F4167,S4168+F333,S334"," -F4167,S4168+F343,S344"," -F4167,S4168+F346,S347"," -F341,S340+F353,S354"," -F341,S340+F349,S348"," -F338,S339+F350,S351"," -F362,S361+F359,S360"," -F4170,S4171+F335,S336"
[2.95],[14.58],[87.56],[96.33],[308.20],[110.14],[1.34],[269.73],[11.84]
0.61,16.58,113.87,125.38,404.17,148.13,1.68,352.01,10.6
0.34,15.26,103.6,114.1,371.55,136.47,1.43,323.05,9.78
0.34,15.33,102.03,112.25,368.09,135.51,1.46,319.11,9.47
0.29,15.44,100.01,110.22,359.94,133.46,1.51,313.24,9.54
0.56,14.85,101.41,111.36,358.57,133.01,1.53,311.74,9.23
0.38,14.88,96.21,105.69,345.57,126.34,1.43,301.81,9.15
0.34,14.53,95.09,104.62,344.14,125.87,1.49,300.55,8.64
0.4,14.9,99.18,109.37,358.48,132.83,1.49,312.4,9.03
0.29,15.55,97.14,107,345.67,125.06,1.49,305.22,9.69
0.46,14.76,93.21,102.64,329.34,120.02,1.47,288.47,8.64
0.62,14.68,94.24,103.44,332.85,121.9,1.43,291.33,9.31
0.45,14.59,93.55,102.8,328.33,118.59,1.52,288.39,8.9
0.51,14.7,92.43,101.62,323.2,117.46,1.44,285.09,9
0.31,14.85,95.81,106.1,337.71,125.07,1.42,293.82,9.11
0.47,14.75,98.35,108.11,344.64,127.16,1.49,298.58,9.2
0.38,15.23,96.08,105.46,339.23,124.24,1.56,297.48,9.36
3.72,14.76,89.8,98.64,315.72,115.69,1.41,274.27,12.98
3.45,14.09,91.12,100.16,321.21,119.17,1.32,274.77,12.18
3.52,13.84,88.45,97.55,310.55,115.67,1.31,266.74,12.04
3.26,13.57,84.88,93.43,297.56,108.82,1.28,258.81,11.79
3.51,13.65,86.06,94.64,301.73,110.12,1.25,262.16,11.84
3.35,14.31,85.83,94.33,303.71,111.52,1.31,261.87,12.3
3.23,13.86,85.03,93.5,301.02,110.04,1.26,260.06,12.31
