" -F4160,S4161+F298,S299"," -F4160,S4161+F300,S301"," -F4160,S4161+F310,S311"," -F4160,S4161+F313,S314"," -F308,S307+F320,S321"," -F308,S307+F316,S315"," -F305,S306+F317,S318"," -F329,S328+F326,S327"," -F4163,S4164+F302,S303"
[2.72],[14.29],[86.82],[95.57],[306.87],[109.73],[1.31],[267.41],[11.37]
3.5,16.06,111.02,121.88,392.2,144.16,1.55,339.78,14.04
3.57,14.61,100.41,110.31,356.92,132.04,1.45,307.67,13.15
3.53,14.76,97.99,108.17,352.86,130.5,1.41,303,12.79
3.65,14,96.1,106.21,344.6,128.61,1.34,297.29,12.67
3.66,13.8,97.65,107.32,343.52,128.21,1.35,296.38,12.13
3.25,13.75,92.29,101.67,331.49,121.83,1.33,287.02,11.96
3.3,13.94,91.15,100.65,329.98,121.36,1.35,284.88,12.14
3.43,14.17,95.03,105.01,344.07,128.11,1.31,297.56,12.45
3.37,14.44,94.14,103.44,331.89,120.93,1.42,290.08,12.61
3.61,13.81,89.72,98.71,316.1,115.65,1.27,273.55,12.41
3.39,13.92,90.5,99.43,318.83,116.85,1.22,276.71,12.34
3.28,13.91,89.87,98.72,314.85,114.81,1.38,273.89,12.38
3.47,14.06,88.55,97.41,311.02,113.4,1.38,271.77,12.49
3.57,14.06,92.84,102.29,324.88,120.6,1.36,280.09,12.09
3.54,14.01,95.25,104.58,332.2,123.28,1.3,286.25,12.38
3.31,15.11,92.99,101.91,327.05,120.27,1.39,285.31,12.92
2.68,13.37,88.8,97.75,313.44,115.6,1.28,270.79,12.06
2.48,12.75,90.43,99.37,318.2,118.07,1.26,271.62,11.34
2.52,12.48,87.21,96.02,307.08,114.53,1.2,263.57,11.02
2.27,12.26,83.74,91.93,293.6,107.76,1.2,254.37,11.03
2.61,12.32,84.78,93.41,297.85,109.02,1.24,257.71,10.91
2.79,12.33,84.47,93.13,299.21,110.18,1.21,258.49,11.1
2.7,12.43,83.91,92.16,297.1,109.27,1.2,256.02,11.39
2.8,12.98,87.25,95.54,310.61,113.47,1.27,270.64,11.69
2.54,12.63,89.56,98.72,323.13,121.22,1.23,276.85,11.05
2.76,12.27,86.07,94.93,310.41,114.64,1.14,267.07,11.04
2.83,12.41,87.13,95.73,311.56,115.44,1.23,268.47,11.3
2.65,12.64,91.48,100.73,321.45,120.47,1.23,275.43,11.39
2.38,12.77,90.15,99.4,322.35,121.06,1.18,274.57,11.18
2.58,13,91.96,101.12,330.38,122.79,1.23,281.57,11.61
2.66,13.08,95.22,104.26,338.81,126.68,1.44,288.08,11.75
2.72,14.65,107.29,118.07,377.52,140.45,1.48,324.61,12.67
3.8,15.41,105.88,116.56,373.06,139.05,1.37,317.78,13.47
3.69,13.61,92.83,101.83,329.44,123.05,1.26,280.68,11.88
3.64,13.68,89.93,98.75,321.43,120.2,1.22,272.96,11.65
3.3,13.4,87.72,96.46,312.18,117.73,1.21,265.29,11.44
3.22,13.29,88.85,97.54,313.49,117.75,1.18,267.57,11.28
3.24,13.34,84.01,92.63,301.04,111.68,1.1,258.27,11.41
