" -F4258,S4259+F760,S761"," -F4258,S4259+F762,S763"," -F4258,S4259+F772,S773"," -F4258,S4259+F775,S776"," -F770,S769+F782,S783"," -F770,S769+F778,S777"," -F767,S768+F779,S780"," -F791,S790+F788,S789"," -F4261,S4262+F764,S765"
2.91,13.04,89.69,98.71,308.72,114.62,1.11,262.25,10.78
2.8,13.5,89.94,99.15,323.47,119.38,1.27,276.96,11.32
2.7,13.21,83.95,92.08,296.65,107.94,1.27,256.86,10.92
2.92,12.83,85.58,93.82,303.37,112.57,1.2,259.43,10.84
2.7,12.9,84.05,92.69,299.36,110.09,1.19,256.72,10.88
2.81,12.92,81.41,89.29,285.41,104.62,1.13,245.78,10.98
2.86,12.97,83.23,91.16,291.01,107.27,1.19,250.05,10.83
2.77,12.92,85.8,94.36,293.42,109.38,1.16,250.3,10.98
2.85,13.32,90.5,98.73,313.57,116.58,1.22,268.11,11.17
2.67,14.82,96.43,105.51,336.5,123.47,1.38,290.84,12.55
2.93,14.57,96.39,105.32,335.71,123.17,1.41,290.39,12.37
2.84,13.39,90.44,98.88,312.19,116.52,1.17,265.9,11.05
2.96,12.65,85.21,93.38,291.87,108.71,1.11,248.2,10.85
2.59,12.95,82.44,90.48,287.89,106.02,1.11,247.74,10.65
2.71,12.29,80.55,88.4,284.36,104.32,1.21,243.43,10.42
3.05,12.72,83.87,92.31,296.74,109.64,1.1,253.26,10.46
2.79,12.7,84.95,93.33,299.23,111.7,1.08,254.25,10.64
2.81,13.2,82.59,90.6,293.07,107.31,1.21,252.72,10.93
2.73,13.45,87.71,96.61,314.58,116.86,1.18,267.82,11.11
2.91,12.74,88.18,96.91,302.72,112.92,1.13,256.38,10.45
2.97,12.61,84.69,92.98,304.31,112.39,1.21,261.11,10.46
2.88,12.49,85.38,93.69,301.48,110.81,1.15,258.27,10.47
3.08,13.27,86.85,95.42,315.3,117.28,1.18,270.26,10.9
2.75,13.18,86.39,95.13,309.64,114.5,1.2,263.48,11.05
3.05,13.43,90.85,99.65,320.04,118.77,1.17,273.61,11.12
2.88,14.31,98,107.49,343.83,128,1.32,292.84,11.48
1.9,13.57,96.93,105.86,341.08,126.59,1.36,292.07,10.97
1.8,12.49,89.46,98.2,319.9,118.43,1.2,272.96,10.5
1.73,12.51,86.6,94.81,310.98,115.2,1.18,265.22,10.08
1.95,12.3,86.01,94.62,315.96,117.14,1.14,270.36,10.24
1.88,12.3,84.63,92.76,302.07,111.14,1.15,258.7,10.08
2.01,12.21,84.49,92.59,304.48,112.76,1.12,261.88,9.84
1.97,11.9,87.87,96.42,304.63,113.63,1.13,257.78,9.91
1.89,12.75,87.2,95.71,315.1,117.27,1.19,268.52,10.29
1.96,12.46,82.35,90.42,294.37,108.05,1.16,253.85,10.42
2.12,12.24,84.9,93.05,300.71,112.61,1.16,255.81,10.03
1.99,12.05,83.09,91.84,297.58,109.79,1.12,254.91,10
1.79,11.97,80.02,87.83,284.99,104.58,1.07,244.57,9.64
1.77,12,81.81,89.95,289.42,106.44,1.17,249.06,9.9
2.01,12.19,85.22,93.48,294.08,109.75,1.2,250.61,9.96
1.93,12.59,90.55,99.1,314.48,117.67,1.24,267.73,10.49
2.23,14.21,96.39,105.61,339.05,124.58,1.49,293.28,11.84
3.2,15.76,97.38,106.41,342.48,126.06,1.36,295.41,13.17
3.08,13.59,92.62,101.16,319.54,119.23,1.17,271.4,11.61
2.94,13.27,86.03,94.29,298.53,111.16,1.1,253.38,11.18
2.9,13.09,83.52,91.45,293.87,107.92,1.15,252.21,10.94
2.89,13.38,81.95,89.84,290.03,106.3,1.23,249.07,10.75
2.86,13.52,84.89,93.1,302.43,111.25,1.17,260.54,10.99
2.89,13.62,86.24,94.59,306.46,114.18,1.18,259.93,11.02
3.04,13.75,84.16,92.26,299.74,109.71,1.19,257.65,11.47
3.03,13.74,88.68,97.3,320.49,119.43,1.26,272.79,11.21
3.08,13.14,89.44,98.18,308.98,115.17,1.11,262.17,11.09
3.13,13.5,85.98,94.61,308.2,113.57,1.15,265.39,11.18
3.11,13.51,86.18,94.45,306.27,112.44,1.18,262.52,11.25
3.18,13.58,87.55,96.07,320.83,118.47,1.14,274.07,11.22
3.07,13.48,87.1,95.54,314.21,115.69,1.21,267.38,11.29
3.08,13.92,90.55,99.14,321.5,118.74,1.24,274.41,11.4
3.04,14.79,97.72,106.84,344.35,127.68,1.32,293.95,12.16
2.97,15.41,99.47,108.81,352.55,130.61,1.27,300.05,12.32
3.37,14.61,93.04,101.63,332.24,122.73,1.23,284.2,11.92
3.31,14.17,90.45,99.25,325.9,119.47,1.27,276.97,11.63
3.26,13.97,90.74,99.55,332.28,122.61,1.26,284.91,11.19
3.28,13.38,88.67,97.14,316.8,116.4,1.13,271.39,11.09
2.96,14,89,97.97,320.66,118.35,1.2,274.08,10.94
2.88,13.84,91.94,101.07,320.61,119.55,1.14,271.14,11.49
3.23,14.62,93.73,102.8,337,126.04,1.28,284.85,11.89
3.15,14.27,87.67,95.85,310.36,113.75,1.21,265.58,11.41
2.69,14.02,89.65,98.07,318.87,118.79,1.24,269.69,11.17
2.93,14.09,88.47,96.8,315.28,116.57,1.17,270.4,11.26
3.17,13.87,85.13,93.28,302.36,111.01,1.17,259.43,11.32
3.1,14.05,87.48,95.91,307.37,113.13,1.09,263.29,11.19
3.07,13.57,90.27,98.74,313.07,116.72,1.21,263.94,11.23
2.75,14.12,95.82,104.82,331.82,124.21,1.21,281.52,11.59
2.79,15.87,100.05,109.07,351.93,129.18,1.41,304.67,12.96
3.06,16.73,106.03,115.64,374.29,138.08,1.42,321.02,13.55
3.1,15,103.28,112.54,358.42,134.33,1.33,302.18,12.39
3,14.91,97.6,106.51,339.5,126.51,1.18,287.02,12.31
3.09,15.07,94.06,102.95,332.6,122.19,1.19,285.37,12.4
2.64,15.02,92.15,101.23,328.79,120.75,1.25,280.34,11.98
2.78,14.89,96.07,105.33,342.5,127.03,1.25,292.97,11.89
3.38,14.86,97.12,107.05,347.25,130.68,1.24,292.83,12.26
3.19,15.38,95.8,104.78,340.82,125.11,1.25,291.79,12.38
3.19,15.79,101.68,111.34,366.58,136.99,1.31,310.27,12.89
2.76,14.96,99.64,109.3,346.11,128.98,1.26,291.37,11.97
3.18,14.82,95.99,105.24,347.14,128.49,1.24,296.43,12.15
3.26,14.39,96.13,105.29,344.51,126.3,1.26,293.69,11.99
3.3,14.89,97.05,106.19,355.58,130.56,1.26,305.05,12.08
3.06,15.13,96.86,106.01,351.03,128.65,1.31,298.46,12.39
2.98,15.16,99.02,108.36,354.68,131.14,1.33,301.34,12.35
3,15.95,104.71,114.52,371.59,137.27,1.44,316.37,12.84
