" -F4174,S4175+F364,S365"," -F4174,S4175+F366,S367"," -F4174,S4175+F376,S377"," -F4174,S4175+F379,S380"," -F374,S373+F386,S387"," -F374,S373+F382,S381"," -F371,S372+F383,S384"," -F395,S394+F392,S393"," -F4177,S4178+F368,S369"
[2.69],[14.51],[88.12],[97.04],[312.38],[111.52],[1.38],[273.86],[11.58]
0.29,16.39,118.8,130.45,427.32,155.43,1.77,379.89,11.54
0.6,15.25,108.74,119.15,393.29,143.5,1.63,347.61,10.45
0.54,15.29,107.48,118.83,392.94,144.22,1.67,348.34,10.19
0.46,14.97,105.86,116.83,384.78,141.99,1.61,340.65,10
0.28,14.64,106.22,117.2,383.03,141.48,1.65,337.85,9.78
0.44,14.75,101.16,111.67,369.3,134.23,1.59,327.6,9.84
0.64,14.65,99.93,110.59,366.25,133.26,1.58,325.66,9.87
0.58,14.77,104.78,115.74,382.44,141.27,1.6,339.47,10.01
0.6,15.42,102.58,112.56,369.12,133.39,1.55,331.41,10.59
0.49,14.69,98.02,107.96,352.25,127.19,1.55,313.33,10.17
0.73,15.06,99.32,109.57,355.65,129.02,1.57,317.5,10.26
0.58,14.66,98.54,108.29,350.37,125.86,1.56,314.04,9.96
0.56,14.38,96.97,106.71,344.93,124.36,1.51,310.44,9.94
0.41,14.75,101.54,111.74,360.52,132.48,1.52,318.73,10
0.3,14.63,102.68,113.14,364.88,134.26,1.54,322.97,10.28
0.47,15.29,100.71,110.62,359.94,131.03,1.59,319.93,10.58
3.64,15.19,91.07,99.58,319.69,117.39,1.31,278.59,13.77
3.86,14.21,92.71,101.78,325.78,121.31,1.28,279.04,13.08
3.85,14.14,90.21,99.2,317.07,118.06,1.35,272.85,12.66
3.84,13.99,86.62,95.27,303.49,111.49,1.25,264.5,13.03
3.74,14.29,87.75,96.38,307.74,112.19,1.29,266.92,13.08
3.76,14.2,87.74,96.47,309.74,114.4,1.27,268.01,13.09
3.81,13.88,86.93,95.79,307.76,112.72,1.22,265.78,12.93
3.84,14.67,91.17,99.86,323.2,117.9,1.38,281.17,13.22
4.13,14.44,93.34,102.78,334.92,125.05,1.29,288.47,13.25
3.71,13.89,89.04,98.12,321.24,118.27,1.3,277.55,13.07
3.6,14.24,89.88,98.92,321.72,118.67,1.29,277.67,12.62
4.05,13.72,94.15,103.67,333.84,124.11,1.33,287.14,12.49
3.86,14.27,93.28,102.38,333.57,124.24,1.32,286.48,12.54
4.14,14.8,95.2,105.09,342.18,126.93,1.41,293.98,13.12
4.11,14.72,97.96,107.18,348.07,128.75,1.44,298.69,13.65
3.9,16.47,109.44,120.39,385.04,142.48,1.56,332.25,14.61
4.17,15.58,106.63,116.99,375.2,139.35,1.45,319.68,13.99
3.28,13.83,93.43,102.95,331.68,123.13,1.27,282.3,12.39
3.59,14.15,90.9,100.17,324.85,120.55,1.2,277.46,12.36
3.62,13.2,89.51,98.43,316.84,118.5,1.26,269.2,11.62
3.57,13.01,90.47,99.91,317.32,118.73,1.3,269.31,11.35
3.11,13.12,85.19,93.78,304.03,112.17,1.13,260.73,11.36
3.44,13.01,84.43,93.44,305.01,112.21,1.23,262.27,11.53
3.27,13.75,87.61,96.65,316.02,118.09,1.24,270.44,11.61
3.6,13.93,86,94.68,304.63,111.36,1.24,263.8,12.19
3.3,13.23,82.62,90.65,290.73,106.66,1.24,249.32,11.7
3,13.45,83.08,91.46,294.36,108.58,1.24,252.45,11.56
3.24,13.52,83.15,91.49,291.28,105.79,1.25,252.11,11.97
3.2,13.23,82.89,91.24,289.7,106.17,1.19,250.1,12.08
3.24,13.26,86.17,94.58,301.62,112.69,1.21,257.29,11.61
3.19,13.44,88.98,97.79,312.73,116.52,1.23,265.56,11.91
3.33,14.48,88.18,96.59,309.75,114.47,1.27,266.09,12.58
3.2,14.29,87.5,96.15,308.68,113.75,1.28,264.67,12.1
3.45,13.42,89.14,97.87,310.5,116.22,1.21,263.48,11.72
3.2,13.14,85.17,93.61,299.49,111.51,1.17,254.68,11.59
3.24,13.11,81.89,90.47,287.8,105.74,1.17,247.95,11.73
3.12,12.92,82.29,90.81,288.04,105.45,1.21,247.45,11.34
3.35,13.06,82.34,90.77,291.25,108,1.13,248.24,11.63
3.4,13.2,81.67,90.06,286.81,105.61,1.12,245.71,11.67
3.51,13.94,83.68,91.81,297.23,108.75,1.27,256.07,12
3.15,13.5,85.99,94.65,310.9,116.52,1.12,264.65,11.59
3.53,12.93,83.5,91.92,298.65,110.48,1.17,255.21,11.39
3.4,12.93,84.83,93.18,300.15,111.3,1.18,256.91,11.32
3.79,12.76,89.15,98.01,312.73,117.52,1.17,266.51,11.24
3.59,13.13,88.02,96.77,312.26,117.44,1.26,265.37,11.89
3.66,13.92,90.04,99.18,319.73,118.99,1.15,272.12,12.12
3.38,13.72,92.66,102.08,328.23,122.5,1.25,278.75,12.21
3.79,15.47,106.53,117.03,370.45,138.21,1.47,315.99,13.21
2.52,14.87,105.96,116.2,371.08,138.69,1.43,316.46,12.54
2.46,13.3,91.9,100.93,327.4,122.39,1.27,277.94,11.4
2.3,13.13,89.36,98.37,320.41,119.47,1.3,273.18,11.26
2.25,12.76,87.21,96.07,312.89,118.21,1.18,265.5,11.17
2.29,12.51,88.64,97.48,315.19,118.56,1.18,268.34,11.06
2.57,12.44,84.37,92.63,302.05,112.32,1.21,258.68,10.74
2.48,12.24,83.34,91.77,299.98,111.05,1.09,256.63,10.82
2.56,12.76,85.94,94.74,312.42,117.57,1.18,264.7,11.05
2.44,13.41,83.55,91.64,298.04,109.33,1.23,257.16,11.39
2.59,12.43,81.91,90.11,289.74,107.08,1.24,247.68,11.07
2.51,12.52,82.57,90.6,292.72,108.57,1.14,249.76,10.94
2.71,12.28,82.04,90.21,290.48,106.67,1.21,249.28,10.74
2.31,12.8,81.57,89.98,290.23,106.52,1.15,249.38,10.93
2.48,12.59,85.17,93.39,299.72,111.8,1.14,255.17,10.85
2.43,12.66,89.5,98.29,313.84,117.5,1.17,265.81,11.15
2.52,13.79,87.6,96.51,310.59,114.63,1.23,267.58,11.64
3.43,15.06,88.53,97.31,313.85,115.89,1.27,270.23,12.91
3.31,14.03,90.94,99.98,319.86,119.44,1.19,271.97,12.14
3.32,13.75,86.41,94.71,306.51,114.69,1.19,260.35,12
3.53,13.5,82.68,90.81,294.47,108.23,1.19,252.27,11.83
3.58,13.63,83.38,91.46,296.05,108.07,1.18,253.63,12.05
3.51,13.94,83.2,91.37,296.65,109.68,1.19,253.84,12.21
3.48,13.77,83.74,91.64,295.12,108.85,1.17,252.38,12.17
3.6,14.29,84.83,92.99,302.64,110.89,1.21,260.34,12
3.73,13.87,87.61,96.09,315.72,118.74,1.2,269,11.96
3.31,13.95,84.36,92.97,305.43,112.5,1.17,261.8,12.15
3.59,13.99,85.14,93.65,306.55,113.89,1.11,262.55,11.97
3.59,13.63,90.2,99.11,319.95,119.57,1.23,272.66,11.96
3.43,13.99,87.89,96.79,316.81,118.53,1.18,268.5,12.05
3.79,14.15,90.79,99.61,324.87,120.95,1.2,276.43,12.13
3.76,14.72,93.12,102.45,331.22,123.66,1.31,281.63,12.38
3.54,16.55,106.21,116.63,372.61,138.84,1.52,318.77,13.96
3.78,16.66,107.71,118.09,381.83,141.89,1.5,325.57,14.04
3.69,15,94.99,104.15,341.25,126.68,1.29,289.9,13.14
3.77,15.06,93.7,102.67,336.57,125.18,1.25,286.22,12.59
3.84,14.34,91.9,100.68,328.7,123.03,1.25,278.74,12.24
3.74,13.98,93.14,101.92,331.53,124.37,1.21,281.34,11.74
3.71,14.2,88.99,97.64,317.43,118.56,1.15,270.28,12.12
3.53,14.34,87.62,96.34,315.4,116.33,1.23,269.3,12.29
3.59,14.79,91.02,100.27,329.98,123.83,1.25,279.74,12.41
3.8,14.76,89.56,98.13,316.58,116.37,1.25,271.01,12.48
3.39,14.16,86.45,94.82,305.47,112.56,1.25,261.05,12.25
3.32,14.24,86.95,95.36,310.73,115.25,1.2,263.91,12.4
3.71,14.43,87.04,95.43,308.4,112.51,1.18,264.14,12.15
3.61,14.31,86.66,94.93,305.91,112.03,1.17,263.25,12.45
3.83,14.27,90.74,99.45,320.11,119.83,1.22,271.26,12.2
3.44,14.67,94.89,104.17,335.11,125.15,1.26,283.31,12.38
3.49,15.25,91.59,100.18,327.16,121.01,1.27,279.97,13.32
3.58,15.75,99.1,108.07,352.57,131,1.27,300.99,13.38
3.61,15.48,102.35,111.72,361.53,135.49,1.25,304.17,13.28
3.55,15.41,98.59,108.07,345.7,129.6,1.28,290.59,13.21
3.35,15.52,93.12,102.26,332.35,121.85,1.27,284.21,13.3
3.41,15.14,94.42,104.11,334.4,122.36,1.28,286,12.92
3.56,15.26,95.55,104.8,339.4,126.08,1.29,286.03,12.8
3.78,15.24,93.45,102.68,330.48,122.55,1.24,281.01,13.24
3.58,15.9,97.3,106.28,344.97,126.84,1.35,294.79,13.53
3.38,15.94,98.45,107.96,357.18,134.41,1.29,301.65,13.13
3.74,15,94.17,103.7,341.63,126.14,1.21,290.06,13.04
3.86,14.74,96.37,105.44,342.7,128.2,1.26,290.66,12.74
3.84,14.94,100.1,109.21,352.84,132.02,1.27,299.64,12.57
3.66,15.3,97.4,106.41,350.26,130,1.27,297.74,12.97
3.26,15.87,100.54,110.18,362.47,135.08,1.29,307.23,13.53
3.49,15.91,101.46,111.43,363.65,134.99,1.34,308.28,13.43
3.69,17.17,111.05,121.77,397.89,147.28,1.47,338.48,14.37
