" -F4244,S4245+F694,S695"," -F4244,S4245+F696,S697"," -F4244,S4245+F706,S707"," -F4244,S4245+F709,S710"," -F704,S703+F716,S717"," -F704,S703+F712,S711"," -F701,S702+F713,S714"," -F725,S724+F722,S723"," -F4247,S4248+F698,S699"
[2.66],[14.56],[87.10],[95.97],[310.59],[110.98],[1.36],[271.22],[11.61]
3.24,15.38,104.32,114.47,370.94,136.07,1.54,320.21,12.98
3.33,14.64,98.44,108.22,348.74,128.26,1.48,301.18,12.95
3.09,14.42,95.32,105.03,342.72,125.71,1.3,296.35,12.55
3.35,14.2,95.53,105.34,347.91,127.86,1.42,300.82,12.08
3.31,13.83,94.15,103.49,333.16,121.2,1.39,288.68,11.93
3.11,13.93,93.11,102.82,335.69,123.21,1.37,290.95,11.96
2.99,14.01,96.69,106.41,337.23,125.1,1.4,288.36,12.06
3.29,15.01,98.01,107.98,354.46,130.17,1.45,307.24,12.57
3.18,14.46,91.33,100.39,326.34,118.35,1.38,284.1,12.3
3.42,13.82,92.71,102.01,330.13,121.74,1.4,283.91,11.9
3.06,14.06,91.57,100.57,326.47,119.4,1.34,281.05,12.02
3.09,14.05,87.14,95.94,307.73,112.02,1.27,267.44,11.84
3.25,14.45,89.39,98.16,313.53,114.71,1.36,272.32,12.18
3.28,14.2,92.13,100.97,315.61,116.54,1.4,272.16,12.12
3.22,14.25,96.25,105.38,334.97,124.1,1.38,288.47,12.1
3,15.9,100.75,110.12,351.96,128.34,1.49,307.08,13.64
2.62,14.31,97.28,106.56,340.23,124.66,1.53,294.36,12.48
2.41,12.95,91.41,99.97,318.83,117.75,1.41,274.26,11.38
2.49,12.53,86.79,95.28,298.78,110.7,1.24,256.18,11.02
2.49,12.34,83.64,92.01,294.84,108.25,1.12,255,11.12
2.32,12.33,82.51,90.67,290.95,106.88,1.25,250.66,10.74
2.38,12.48,85.61,94.21,306.14,112.74,1.24,262.85,11.1
2.42,12.63,87.55,96.25,311.78,115.84,1.18,266.44,11.05
1.72,12.95,85.22,93.18,304.49,110.85,1.33,264.11,10.23
2.52,12.97,91.7,100.8,332.34,122.74,1.34,284.41,11.32
2.51,12.39,91.05,100.31,316.32,117.66,1.3,268.62,10.99
2.52,12.31,87.44,96.25,313.84,115.64,1.29,271.64,10.92
2.37,12.65,88.32,97.32,312.24,114.44,1.31,269.2,10.95
2.43,12.86,88.55,97.55,324.38,119.35,1.26,278.16,11.23
2.21,12.6,89.27,98.15,322.51,118.81,1.25,275.52,11
2.14,12.77,92.8,101.93,330.07,122.31,1.31,281.94,11.32
2.24,13.58,99.65,109.3,353.11,130.75,1.44,302.66,11.68
3.66,14.56,97.83,107.05,346.75,128.57,1.42,294.88,12.58
3.6,13.39,91.17,99.79,321.46,119.31,1.31,274.68,11.37
3.27,13.27,87.21,95.93,312.95,115.51,1.2,266.4,11.27
3.24,13.35,86.53,95.01,315.48,116.87,1.22,269.63,11.42
3.22,13.4,85.3,93.45,302.35,111.12,1.26,259.59,11.31
3.24,13.36,84.72,93.04,305,112.25,1.26,262.52,11.31
3.46,13.1,88.46,97.23,305.94,114.01,1.2,259.89,11.21
3.33,13.71,88.21,97.13,317.53,117.7,1.29,272.42,11.72
3.16,13.56,83.14,91.14,294.25,106.97,1.2,254.67,11.69
3.52,13.47,84.73,93.12,301.42,111.85,1.19,256.78,11.53
3.55,13.34,83.74,92.15,298.47,109.87,1.23,256.54,11.63
3.49,13.05,81.04,88.89,284.18,104.49,1.23,244.72,11.39
3.27,13.14,82.1,90.24,289.15,106.08,1.17,249.46,11.3
3.42,13.17,85.19,93.45,292.75,109.02,1.23,249.44,11.77
3.4,13.58,89.93,98.4,313.04,116.21,1.24,268.16,11.77
3.54,14.84,95.81,104.8,335.19,122.55,1.51,290.38,13.06
3.16,15.34,96.88,105.64,338.42,124.25,1.44,292.29,13.03
2.97,13.72,90.34,98.75,314.08,117.12,1.27,268.08,11.71
3.14,13.25,85.63,93.74,295.36,110.11,1.21,251.14,11.39
3.45,13.12,82.34,90.18,290.44,106.46,1.18,249.48,11.34
3.07,13.37,80.49,88.09,285.48,104.6,1.21,245.1,11.27
2.97,13.46,83.66,91.71,297.43,109.84,1.24,254.36,11.65
2.9,13.01,84.87,93.03,299.78,111.92,1.17,254.72,11.36
3.23,13.53,82.67,90.77,294.1,107.33,1.17,252.96,11.59
3.33,13.53,87.63,96.3,315.35,117.23,1.27,268.4,11.92
3.11,13.15,87.8,96.5,304.54,113.41,1.2,257.21,11.43
3.21,13.42,84.67,92.81,306.75,113.62,1.24,262.63,11.15
3.17,12.99,84.65,92.87,302.11,110.78,1.22,258.31,10.99
3.58,13.2,86.29,94.79,315.91,116.86,1.25,269.11,10.99
3.56,13.27,86.97,95.23,310.33,114.68,1.24,263.7,11.42
3.17,13.58,90.23,98.76,320,117.83,1.28,272.76,11.79
3.5,14.84,97.37,106.65,344.63,127.14,1.36,293.33,12.29
3.46,14.38,97.56,107.02,342.15,126.68,1.35,290.84,12.14
3.23,13.81,90.42,99.17,321.31,118.57,1.31,273.02,11.84
3.42,13.31,87.42,95.61,313.17,115.37,1.21,264.77,11.48
3.48,13.31,87.68,96.48,319.54,118.17,1.25,271.11,11.32
3.58,13.23,86.13,94.55,306.07,112.45,1.22,260.5,10.86
3.3,13.15,85.95,94.22,309.14,114.21,1.14,263.58,11.12
3.13,13.35,89.24,97.71,308.05,115.19,1.24,258.87,11.25
3.28,14.08,88.39,97.05,318.39,118.47,1.21,269.54,11.83
3.19,13.39,83.72,91.58,296.23,108.24,1.18,254.53,11.36
2.89,13.12,85.17,93.74,303.12,112.73,1.21,256.25,11.13
3.23,13.09,84.37,92.94,300.32,110.97,1.2,256.24,11.41
3.15,13.51,81,88.84,288.05,105.23,1.21,246.2,11.39
3.3,13.37,83.14,91.19,291.61,107.14,1.19,249.82,11.73
3.27,13.2,86.13,94.46,296.92,110.61,1.14,251.22,11.13
3.18,13.46,92.03,100.56,317.87,118.76,1.25,269.29,11.69
2.95,15.42,97.1,105.98,339.17,124.45,1.48,292.92,13.21
3.41,15.51,99.45,108.55,346.71,127.18,1.49,299.76,13.28
3.29,13.9,95.34,104.4,326.22,121.56,1.32,276.4,11.93
3.13,13.65,88.47,97.03,304.3,113.24,1.22,258.21,11.49
3.1,13.79,85.29,93.88,300.22,110.29,1.2,256.84,11.8
3.13,13.35,83.66,91.86,296.36,108.48,1.18,253.37,11.47
3.12,13.6,86.55,95.1,308.38,113.99,1.19,264.82,11.63
3.23,13.66,88.27,96.91,311.59,116.03,1.25,264.46,11.94
3.16,14.29,86.05,94.37,305.56,112.32,1.27,262.51,12.07
2.98,14.5,91.21,100.13,326.78,122.11,1.24,276.94,12.23
2.75,13.65,90.67,99.52,315.63,117.55,1.19,266.7,11.48
3.31,13.7,87.62,96.22,314.13,115.89,1.25,269.03,11.61
3.15,13.44,87.59,96.2,311.01,114.14,1.2,266.21,11.52
3.07,13.8,89.05,97.85,326.78,120.55,1.22,279.34,11.82
2.8,14,88.77,97.36,319.46,117.58,1.2,271.21,12.02
2.84,14.16,91.77,100.32,326.78,120.86,1.23,278.78,11.89
3.1,15.2,99.21,108.62,348.89,129.53,1.43,295.84,12.45
2.22,14.78,101.47,110.82,362.25,133.47,1.41,306.74,11.87
2.18,14.02,95.05,103.94,341.75,125.87,1.34,289.87,11.4
2.21,13.69,92.95,101.65,337.9,124.43,1.34,285.81,11.35
2.22,13.71,92.81,101.63,342.55,126.37,1.32,292.07,11.07
2.08,13.57,91.33,100.05,328.6,120.48,1.24,279.91,11.06
2.19,13.74,91.52,100.17,332.24,123.02,1.3,283.01,11.17
2.28,13.74,94.87,103.79,332.35,124.11,1.23,279.79,11.2
2.26,14.24,96.2,105.51,348.28,130.55,1.32,294.64,11.62
2.29,14.08,90.6,99.04,324.68,119.3,1.26,277.89,11.68
2.33,13.98,92.8,101.37,330.39,123.64,1.25,278.81,11.47
2.26,13.65,91.89,100.81,326.7,120.98,1.25,279.52,11.35
2.33,13.42,88.03,96.47,313.87,115.07,1.26,267.65,11.08
2.24,13.59,89.44,97.94,316.45,116.73,1.24,270.45,11.13
2.15,13.48,92.84,101.34,322.98,120.61,1.23,273.4,11.39
2.22,13.95,98.34,107.46,342.86,128.01,1.3,289.52,11.74
2.23,15.45,102.36,112.02,363.05,133.62,1.52,313.32,12.74
3.58,17.99,112.6,122.4,399.41,148.37,1.53,339.3,14.72
3.41,16.82,111.48,121.27,389,146.14,1.43,325.07,13.86
3.49,16.42,105.87,115.5,367.08,137.14,1.41,307.04,13.29
3.55,16.43,102.81,112.18,362.12,134.11,1.37,305.31,13.32
3.5,15.71,99.61,108.6,353.94,130.4,1.38,299.44,13.41
3.56,16.69,104.41,114.13,371.95,138.09,1.44,316.02,13.69
3.48,16.62,106.4,115.76,376.9,141.52,1.41,313.97,13.56
3.5,16.43,102.86,112.48,368.66,135.19,1.44,312.77,13.6
3.92,16.96,110.11,120.18,395.68,147.57,1.48,333.57,13.9
3.58,16.33,108.12,118.2,375.89,140.73,1.41,315.35,13.45
3.57,16.57,103.69,113.24,372.57,138.3,1.45,315.7,13.91
3.65,16.24,104.47,114.03,372.59,137.11,1.44,314.63,13.25
3.8,16.2,104.23,113.76,379.26,139.46,1.41,323.36,13.27
4.13,16.11,105.62,115.03,381.57,140.67,1.41,320.78,13.38
4.08,16.31,107.17,117.08,382.32,141.4,1.44,322.22,13.77
3.47,17.53,110.63,120.69,395.21,145.4,1.53,334.01,14.36
