" -F4181,S4182+F397,S398"," -F4181,S4182+F399,S400"," -F4181,S4182+F409,S410"," -F4181,S4182+F412,S413"," -F407,S406+F419,S420"," -F407,S406+F415,S414"," -F404,S405+F416,S417"," -F428,S427+F425,S426"," -F4184,S4185+F401,S402"
[2.71],[14.40],[86.92],[95.65],[308.33],[110.42],[1.29],[268.11],[11.65]
2.96,14.19,90.16,99.05,317.87,115.9,1.36,274.27,12.74
3.02,13.8,89.42,98.49,313.84,116.21,1.27,266.74,11.63
3.06,13,86.92,95.52,302.3,113.21,1.21,258.6,11.71
2.96,13.32,82.51,91.12,290.41,105.89,1.16,252.06,11.75
2.89,13.06,83.27,91.43,293.38,106.86,1.15,253.16,11.41
3.27,13.13,83.51,92.09,297.94,109.24,1.25,255.58,11.71
3.4,13.47,84.17,92.75,299.94,110.22,1.14,257.29,12.05
3.37,13.58,85.88,94.24,307.25,110.96,1.26,268.86,12.39
3.23,13.29,89.84,99.09,325.09,121.69,1.25,278.14,12.16
3.3,13.01,87.13,96.39,313.72,115.84,1.2,267.48,11.57
3.3,13.01,85.54,94.12,305.99,111.58,1.17,264.68,11.79
3.58,13.14,90.26,99.3,313.25,116.97,1.27,266.23,11.75
3.57,13.47,88.62,97.56,313.93,116.69,1.28,267.98,12.17
3.08,13.76,90.97,100.59,322.03,119.96,1.22,274.52,12.37
3.46,14.23,92.8,102.49,332.58,123.87,1.23,283.75,12.5
3.26,14.84,104.25,114.67,372.02,136.9,1.37,316,13.01
2.33,14.41,102.65,112.78,364.53,134.84,1.39,309.95,12.35
1.96,12.79,90.88,100.31,325.81,121.72,1.17,277.57,10.77
2.34,12.9,88.84,97.59,315.2,117.59,1.14,268.1,10.7
2.1,12.32,85.8,94.4,306.04,113.75,1.15,262.13,10.65
2.25,12.23,87.78,96.3,307.21,114.74,1.09,259.66,10.6
2.02,12.3,82.95,91.31,298.16,109.43,1.2,257.8,10.66
2.13,11.92,84.29,92.9,304.81,112.81,1.08,260.66,10.19
2.13,12.33,87,95.87,316.52,118.36,1.21,269.58,10.54
2.03,12.66,82.88,91.06,298.1,108,1.15,260.62,10.73
2.19,12.27,81.54,89.75,291.63,106.73,1.13,250.35,10.48
2.12,12.21,81.67,89.91,292.65,107.67,1.06,251.09,10.6
2.2,12.09,81.46,89.63,288.31,105.2,1.17,248.1,10.36
2.12,12.34,80.78,89.03,286.58,104.74,1.2,248.42,10.29
1.98,12.26,85.17,93.68,297.71,111.61,1.14,253.9,10.26
2.3,12.5,88.27,96.75,310.87,115.79,1.14,264.36,10.82
2.19,13.19,89.32,97.87,315.55,115.61,1.24,272.3,11.28
3.5,14.7,89.59,98.07,317.82,116.27,1.28,275.01,12.66
3.19,13.48,88.75,97.44,311.63,115.83,1.15,265.48,11.74
3.4,13.35,85.02,93.54,298.71,111.82,1.08,255.09,11.74
3.3,13.39,81.27,89.11,287.86,104.67,1.13,249.57,11.38
3.16,13.03,81.49,89.43,288.13,105.42,1.05,248.92,11.43
3.37,13.45,81.97,90.14,292.66,107.94,1.11,251.09,11.69
3.15,13.56,82.09,90.12,292.88,107.93,1.21,250.7,11.46
3.05,13.59,83.11,91.44,298.37,108.69,1.18,259.82,11.93
