" -F4237,S4238+F661,S662"," -F4237,S4238+F663,S664"," -F4237,S4238+F673,S674"," -F4237,S4238+F676,S677"," -F671,S670+F683,S684"," -F671,S670+F679,S678"," -F668,S669+F680,S681"," -F692,S691+F689,S690"," -F4240,S4241+F665,S666"
2.87,14.6,91.99,101.21,330.51,123.55,1.28,280.83,12
2.78,13.96,91.51,100.36,317.14,118.16,1.25,268.3,11.31
3.02,13.64,88.03,97.02,317.72,117.4,1.25,272.03,11.16
3.01,13.81,87.94,96.72,314.64,115.63,1.24,269.26,11.04
2.94,14.09,89.73,98.88,329.96,122.09,1.27,282.07,11.21
2.7,14.53,88.92,97.65,322.33,118.6,1.26,273.86,11.6
2.71,14.26,91.77,100.64,329.82,121.89,1.26,279.93,11.87
2.93,15.28,99.06,108.56,350.29,129.62,1.39,297.67,12.18
2.6,15.91,102.99,112.88,366.6,135.95,1.45,311.39,12.77
2.74,14.99,96.81,105.87,346.7,128.05,1.4,295.67,12.19
2.64,15.3,95.01,103.96,343.99,126.36,1.3,292.6,12.62
2.88,15.1,94.88,103.9,349.82,129.16,1.29,299.08,12.13
3.01,14.62,93.57,102.65,336.15,123.54,1.25,287.23,11.7
2.85,14.73,93.83,102.77,340.24,126.28,1.31,289.95,11.77
2.82,15.03,97.27,106.86,338.94,126.74,1.28,285.47,11.8
3.04,15.72,99.16,108.95,357.96,134.41,1.35,301.92,12.29
2.97,15.53,92.92,101.67,333.13,122.61,1.34,284.69,12.53
3.15,15.04,95.01,103.79,338.18,127.06,1.22,285.18,12.11
3.01,14.73,93.75,102.86,333.9,124.43,1.28,284.86,11.89
2.77,14.63,89.89,98.34,320.17,117.3,1.29,273.08,11.76
2.82,14.76,91.52,100.27,325.27,120.11,1.24,277.66,11.96
2.84,14.83,95.19,104.4,330.98,123.64,1.29,278.75,12.13
2.87,15.21,101.07,110.47,350.11,131.28,1.35,294.61,12.45
2.96,16.46,104.02,113.97,368.81,136.12,1.54,317.1,13.46
2.14,18.08,120.7,131.19,421.34,157.73,1.6,355.47,14.06
1.95,17.25,120.06,130.7,412.82,155.83,1.52,343.43,13.5
1.82,16.8,114.33,124.81,393.64,147.86,1.47,328.28,13.11
2.07,17.14,111.88,122.23,388.54,145.44,1.52,325.94,13.26
2.08,15.98,107.27,116.99,373.48,138.44,1.56,315.23,12.84
1.97,16.72,113.36,123.65,399.7,149.9,1.45,336.87,13.07
2.03,16.82,115.21,125.52,402.61,152.85,1.51,333.61,12.86
1.85,17.24,111.15,121.41,391.85,145.03,1.55,331.51,13.33
1.85,17.24,118.31,129.12,424.74,160.06,1.57,354.35,13.13
2.05,16.69,116.85,127.32,399.63,150.71,1.55,333.29,13.16
1.93,16.68,113.19,123.62,398.95,148.77,1.49,334.93,13.05
2.2,16.33,113.6,123.94,400.57,148.58,1.49,335.88,13.08
1.85,16.39,110.27,120.56,400.56,147.03,1.69,341.44,12.61
1.99,16.57,113.58,123.55,407.88,150.54,1.53,341.36,12.8
1.87,16.55,115.51,125.73,408.33,151.1,1.58,343.48,12.72
1.93,17.03,118.32,128.87,418.56,154.47,1.69,353.63,13.29
