" -F4188,S4189+F430,S431"," -F4188,S4189+F432,S433"," -F4188,S4189+F442,S443"," -F4188,S4189+F445,S446"," -F440,S439+F452,S453"," -F440,S439+F448,S447"," -F437,S438+F449,S450"," -F461,S460+F458,S459"," -F4191,S4192+F434,S435"
3,13.64,90.64,99.66,316.65,118.21,1.22,266.57,11.33
2.86,14.63,90.07,98.8,320.61,116.79,1.43,276.19,12.29
2.99,14.71,92.28,100.89,327.18,119.28,1.38,282.42,12.29
3.15,13.75,93.66,102.79,326.75,121.67,1.27,277.34,11.82
2.91,13.56,88.76,97.69,310.15,116.58,1.21,263.63,11.5
2.71,13.83,83.73,91.94,299.63,109.02,1.25,257.92,11.64
2.88,13.33,85.15,93.52,300.69,109.68,1.24,258.51,11.34
3.07,13.63,85.15,93.28,303.55,112.29,1.2,259.44,11.51
3.02,13.68,85.69,93.86,304.66,112.57,1.22,258.86,11.75
2.89,13.96,87.07,95.7,310.92,113.74,1.24,269.94,11.76
2.56,13.88,90.34,99.38,327.1,123.17,1.28,276.49,11.85
2.89,13.72,87.89,96.62,317.29,117.64,1.17,268.79,11.22
2.9,13.64,85.57,94.2,308.55,112.92,1.17,265.63,11.66
2.98,13.49,91.07,100.19,316.43,118.74,1.23,265.73,11.27
2.95,13.79,88.87,97.6,316.31,117.46,1.25,268.29,11.4
2.67,13.97,90.54,99.56,323.94,120.49,1.3,275.64,11.65
2.79,14.37,92.62,101.75,334.29,124.63,1.28,283.6,11.75
3.13,15.69,104.51,114.62,372.93,137.58,1.48,313.46,12.83
2.19,15.26,106.7,117.02,383.63,140.5,1.48,322.76,12.22
2.02,14.07,96.29,105.38,349.68,129.87,1.33,296.41,11.45
1.84,13.97,95.96,104.87,343.54,127.65,1.28,289.34,11.22
2.09,13.45,92.13,100.81,332.34,123.09,1.32,281.62,10.89
1.92,12.97,94.62,103.85,333.57,125.58,1.26,279.21,10.89
1.9,13.39,89.18,97.72,325.3,119.22,1.25,277.92,11.02
2.18,13.48,92.16,100.95,334.04,124.03,1.25,282.01,10.96
1.95,13.74,95.45,104.48,346.59,130.3,1.25,292.87,11.18
2.08,14.1,91.33,100.24,329.58,120.83,1.34,285.22,11.41
2.1,13.76,89.43,98.05,322.19,119.3,1.23,273.37,11.33
2.04,13.78,90.11,98.72,322.5,119.53,1.23,273.51,11.27
2.07,13.19,89.43,98.2,317.35,116.4,1.22,272.33,10.87
1.87,13.74,88.12,96.82,316.6,115.67,1.26,270.86,11.05
2.12,13.54,93.77,102.7,328.8,124.13,1.23,277.48,10.97
2.04,13.94,98.11,107.34,346.84,129.84,1.28,291.55,11.51
2.14,14.61,96.25,105.6,345.71,126.79,1.42,297.25,12.09
3.15,17.53,107.66,117.62,385.73,142.7,1.49,327.25,14.25
2.98,16.56,111.02,120.99,392.04,147.51,1.41,326.7,13.37
3.34,16.44,107,116.98,374.02,141.42,1.37,312.99,13.35
3.53,16.44,100.58,109.9,360.38,131.85,1.43,305.12,13.18
3.39,15.86,102.39,111.82,360.9,132.66,1.4,305.18,13.26
3.16,16.73,102.48,112.13,365.66,135.54,1.38,307.62,13.66
3.15,16.67,102.4,111.74,364.69,135.17,1.39,306.65,13.22
3.35,16.73,104.46,113.99,373.6,137.15,1.45,319.96,13.61
3.8,16.55,109.62,119.69,393.27,148.15,1.44,330.23,13.58
3.75,16.24,104.74,114.5,377.16,140,1.39,315.52,13.35
3.38,16.32,102.92,112.68,368.7,135.78,1.45,312.77,13.57
3.55,16.03,106.42,115.88,371.88,138.87,1.4,311.15,12.67
3.33,15.97,103.4,113,370.95,136.55,1.4,314.14,12.85
3.55,16.43,108.42,118.23,387.09,143.87,1.44,325.3,13.33
3.9,16.76,108.21,118.5,389.49,144.45,1.55,329.1,13.86
3.39,17.68,114.02,124.61,415.87,151.27,1.59,350.17,14.22
