" -F4097,S4098+F1,S2"," -F4097,S4098+F3,S4"," -F4097,S4098+F13,S14"," -F4097,S4098+F16,S17"," -F11,S10+F23,S24"," -F11,S10+F19,S18"," -F8,S9+F20,S21"," -F32,S31+F29,S30"," -F4100,S4101+F5,S6"
2.81,13.76,87.09,95.78,309.86,114.09,1.16,264.33,11.05
2.65,13.83,84.53,92.68,301.61,108.98,1.17,260.07,11
2.63,13.72,87.54,96.29,307.64,113.76,1.2,261.36,10.8
2.65,13.23,89,97.62,314.36,117.81,1.13,265.47,10.67
2.88,13.99,86.8,95.1,308.56,113.61,1.12,264.04,10.92
2.86,14.61,92.34,101.2,315.18,116.8,1.23,268.43,11.71
2.56,14.05,87.92,96.58,316.73,116.62,1.16,267.93,10.95
2.62,13.51,87.44,96.12,312.54,115.25,1.19,265.81,10.78
2.79,13.67,86.77,95.5,315.06,115.9,1.17,267.54,10.67
2.91,13.57,92.51,101.7,332.43,123.98,1.11,281.41,10.67
2.77,14.09,90.62,99.83,325.87,120.86,1.14,277.03,10.83
2.62,14.5,92.22,101.4,335.31,125.58,1.21,282.84,11.29
2.57,14.48,95.4,104.9,344.01,126.23,1.28,292.85,11.54
2.76,17.52,117.97,128.96,406.08,148.34,1.62,348.48,13.39
2.51,18.33,119.62,130.8,415.12,151.28,1.64,356.51,14.05
2.44,15.26,100.01,109.22,358.89,131.59,1.25,305.12,12.22
2.39,15.08,97.47,106.62,355.12,132.24,1.33,301.25,11.84
2.55,14.85,96.32,105.47,347.29,129.04,1.24,293.6,11.69
2.49,14.94,97.59,106.85,352.91,131.53,1.21,298.83,11.55
2.63,14.81,92.53,101.32,335.64,123.89,1.23,285.15,11.22
2.66,14.21,93.32,102.02,333.7,122.97,1.28,283.5,11.28
2.83,14.52,93.68,102.72,338.64,124.48,1.28,286.06,11.67
2.68,15.67,99.82,109.39,342.49,127.39,1.3,288.57,12.31
2.53,15.1,93.54,102.22,329.58,121.51,1.25,281.66,11.88
2.46,14.36,95.82,104.93,337.56,126.77,1.23,283.4,11.29
2.51,14.31,93.53,102.54,329.31,122.14,1.28,278.52,11.25
2.59,14.41,90.4,99.2,324.41,117.9,1.22,278.45,11.67
2.35,14.56,92.23,101.58,330.81,122.49,1.2,281.3,11.61
2.49,15.04,96.25,105.64,346.34,128.5,1.2,292.59,11.61
2.56,14.9,98.37,107.39,347.92,127.71,1.29,297.72,12
1.52,16.64,118.89,129.57,417.31,155.91,1.49,349.05,12.79
1.79,17.16,117.09,127.77,412.17,154.78,1.4,342.77,12.78
1.62,16.91,112.75,123.37,398.26,149.12,1.39,331.52,12.55
1.66,15.63,105.87,115.88,375.17,137.41,1.38,319.82,12.16
1.61,16.45,113.73,124.13,391.56,146.97,1.43,326.54,12.68
1.69,16.47,115.49,126.12,403.56,153.72,1.45,333.03,12.35
1.69,16.71,111.84,121.84,391.38,145.45,1.47,329,12.69
1.74,17.83,121.97,132.87,411.07,153.26,1.62,344.33,13.25
1.63,16.29,112.12,122.4,398.94,148.53,1.56,332.1,12.38
1.68,16.16,111.46,121.7,392.9,145.53,1.45,329.45,12.26
1.71,16.45,113.22,123.9,403.49,150.5,1.53,336.08,12.31
1.75,15.76,112.3,122.57,401,148.77,1.5,338.48,11.77
1.53,16.43,114.57,124.77,407.92,152.25,1.48,339.82,12.06
1.62,16.39,115.63,126.28,416.93,155.77,1.49,348.07,12.33
1.77,16.89,116.78,127.24,415.18,153.24,1.54,348.88,12.75
1.85,18.27,127.02,138.27,443.87,161.45,1.71,379.87,13.84
