" -F4307,S4308+F991,S992"," -F4307,S4308+F993,S994"," -F4307,S4308+F1003,S1004"," -F4307,S4308+F1006,S1007"," -F1001,S1000+F1013,S1014"," -F1001,S1000+F1009,S1008"," -F998,S999+F1010,S1011"," -F1022,S1021+F1019,S1020"," -F4310,S4311+F995,S996"
3.26,13.68,85.34,93.55,300.23,111.54,1.25,258.07,11.34
3.25,13.71,89.03,97.36,309,113.61,1.3,267.03,11.89
3.22,16.65,103.32,112.81,372.25,135.4,1.71,328.33,14.45
2.98,16.56,104.14,114.1,373.05,135.4,1.76,329.4,14.05
2.92,13.49,88.9,97.13,308.96,114.12,1.34,264.79,11.34
2.87,13.56,85.17,93.6,299.33,111.01,1.2,256.24,11.28
2.99,13.09,81.53,89.68,290.28,106.72,1.14,249.45,10.99
3.15,12.79,80.87,88.72,283.94,103.64,1.17,244.59,11.1
2.85,13.25,84.18,92.7,296.75,110.56,1.17,253.53,10.85
3.07,13.01,84.66,92.75,296.91,111.6,1.14,251.73,10.77
3.1,13.22,81.84,90.15,291.4,106.45,1.24,251.58,11.3
2.97,13.77,87.69,96.71,315.48,116.23,1.21,269.57,11.3
3.17,12.89,84.56,92.93,300.8,111.07,1.14,257.18,11.19
2.67,12.76,83.4,91.58,301.1,110.37,1.15,257.07,10.31
3.06,12.73,83.91,92.3,296.95,109.44,1.2,253.19,10.57
2.39,12.91,89.37,98.71,322.56,120.6,1.15,273.98,9.73
3.36,13.33,87.78,96.5,314.18,116.95,1.09,266.76,10.99
3.25,14.05,88.6,97.41,318.56,117.86,1.23,272.57,11.82
3.28,14.24,94.13,103.2,334.32,122.37,1.29,286.04,11.94
3.14,14.57,94.16,103.04,334.91,122.99,1.32,286.36,12.36
2.92,13.92,88.03,96.84,318.18,117.31,1.21,273.57,11.62
3.31,13.97,87.35,95.3,315.09,117.18,1.15,268.16,11.9
3.09,13.52,90.07,98.94,324.32,121.33,1.15,275.61,11.34
3.37,13.19,85.07,93.46,298.85,110.43,1.13,255.04,10.94
3.25,12.96,84.47,92.75,302.63,111.11,1.18,258.35,10.99
3.15,13.14,85.38,93.74,303.28,112.98,1.13,257.42,11.09
2.97,13.79,87.71,96.57,318.58,117.99,1.2,271.8,11.86
3.08,13.14,82.14,90.87,293.15,106.89,1.16,254.39,11.25
3.12,12.94,85.36,93.72,298.76,112.51,1.16,253.35,10.86
3.15,13.08,84.83,93.28,299.03,111.43,1.16,254.61,10.93
3.02,12.95,81,89.15,284.94,103.86,1.17,245.96,11.05
2.73,12.35,81.96,90.53,291.34,107.18,1.12,248.92,10.78
3.13,13.48,85.49,93.73,301.5,112.02,1.18,258.1,11.38
3.4,13.54,89.77,98.48,311.51,114.69,1.25,266.06,11.62
3.23,16.45,104.84,115.01,375.88,136.16,1.64,331.71,14.21
2.22,15.86,106.08,116.47,383.71,138.74,1.71,338.78,13.61
2.18,13.23,90.46,99.19,317.17,116.28,1.23,271.9,11.12
1.9,13.14,86.9,95.46,308.08,113.91,1.08,263.85,10.85
2.24,12.91,83.1,91.15,300.76,110.75,1.17,256.8,10.77
2.15,12.33,82.35,90.38,292.6,106.88,1.11,251.78,10.22
2.12,12.88,86.18,94.77,305.43,114.04,1.25,261.37,10.64
2.08,12.84,86.45,94.88,306.46,115.03,1.15,260.03,10.64
1.97,13.27,83.65,92.02,301.18,110.25,1.17,260.65,10.9
2.18,13.34,90.51,99.11,323.48,120.63,1.25,274.03,11
2.26,12.63,86.31,94.77,308.63,114.16,1.14,263.27,10.36
2.13,12.82,85.37,93.67,308.49,113.02,1.13,263.78,10.56
2.11,12.78,85.32,93.56,304.51,112.13,1.14,259.92,10.49
2.13,13.18,90.76,99.66,331.13,123.68,1.22,282.22,10.75
2.08,13.21,87.88,96.41,321.08,118.96,1.18,272.15,10.66
2.04,13.21,89.1,98.4,325.48,120.45,1.23,279.21,10.73
2.4,13.89,94.42,103.46,337.63,123.44,1.28,289.26,11.38
3.66,15.36,96.74,105.75,347.71,126.77,1.31,297.48,12.73
3.81,14.73,92.7,101.75,338.87,125.28,1.25,288.66,12.07
3.46,14.63,91.91,100.94,335.08,123.83,1.22,284.31,11.77
3.21,14.38,94.58,103.9,346.84,129.29,1.23,294.87,11.64
3.14,14.41,89.2,97.63,317.72,117.07,1.16,271.41,11.68
3.29,14,88.88,97.46,322.13,118.18,1.13,274.56,11.78
3.51,14.14,90.41,99.19,321.89,119.25,1.2,273.19,11.78
3.4,14.95,96.63,105.48,345.69,129.44,1.31,292.86,12.34
3,14.66,87.69,96.21,314.09,115.04,1.28,269.84,12.13
3.21,14.42,90.63,99.17,323.16,121.89,1.23,273.83,11.71
3.37,14.51,90.42,99.12,320.39,119.8,1.15,272.4,11.96
3.27,13.85,86.17,94.71,305.29,111.83,1.18,262.1,11.86
3.38,13.89,87.31,95.98,312.84,115.36,1.21,267.32,11.91
3.2,14.89,91.55,100.2,325.48,120.73,2.12,277.55,12.31
2.97,15.07,93.51,102.15,328.71,120.63,1.27,282.21,12.56
3.32,17.69,108.97,119.7,399.85,145.62,1.74,350.8,15.13
3.58,17.9,114.18,124.66,424.13,154.77,1.7,368.95,15.26
3.4,16.08,102.72,112.45,363.54,134.62,1.31,308.21,13.39
3.55,15.81,101.75,110.95,361.22,134.83,1.31,305.4,13.18
3.58,15.92,96.9,105.89,345.37,126.8,1.32,293.51,13.33
3.48,15.44,95.18,104.1,336.03,122.61,1.28,287.55,12.92
3.52,15.65,100.4,109.9,355.35,132.88,1.31,300.16,12.83
3.61,15.76,101.23,111.04,358.17,135.59,1.33,301.27,12.83
3.47,15.94,96.91,105.07,349.08,128.47,1.21,299.41,13.01
3.54,17.04,107.95,117.77,393.96,146.08,1.5,335.37,14
3.52,15.73,99.89,109.05,357.36,133.13,1.4,300.02,12.87
3.22,15.44,98.41,107.47,354.43,129.85,1.27,300.43,12.49
3.59,15.43,99.37,108.32,351.37,130.34,1.28,297.46,12.55
3.84,15.8,102.87,111.37,376.89,140.45,1.3,319.36,12.85
3.82,15.79,100.38,109.97,366.95,135.84,1.28,310.06,12.64
3.54,16.2,100.35,109.85,369.43,136.35,1.37,313.97,12.87
3.43,16.49,103.18,113.02,375.03,137.37,1.45,319.05,13.43
