" -F4139,S4140+F199,S200"," -F4139,S4140+F201,S202"," -F4139,S4140+F211,S212"," -F4139,S4140+F214,S215"," -F209,S208+F221,S222"," -F209,S208+F217,S216"," -F206,S207+F218,S219"," -F230,S229+F227,S228"," -F4142,S4143+F203,S204"
[2.80],[14.55],[87.56],[96.37],[308.64],[110.22],[1.35],[270.50],[11.52]
1.53,16.85,115.59,127.05,409.66,149.29,1.67,358.78,11.7
1.12,15.34,104.29,114.57,373.64,137.07,1.49,325.93,10.38
0.97,15.27,101.63,111.93,367.97,135.65,1.55,320.57,10.22
1.01,15.37,100.69,110.8,360.9,134.1,1.43,313.78,10.04
1.24,14.8,101.99,112.57,364.16,135.52,1.46,315.18,9.9
1.08,14.65,96.25,105.83,341.93,124.82,1.5,301.11,9.83
1.15,14.35,96.24,106.16,347.18,127.52,1.45,297.23,9.59
1.06,14.49,97.14,106.85,348.81,127.63,1.49,306.73,9.72
1.1,15.93,98.26,107.96,349.88,125.85,1.57,309.11,10.68
1.24,14.5,94.72,104.51,334.18,122.19,1.32,292.85,9.89
1.35,14.43,94.63,104.25,333.2,122.7,1.44,290.38,9.68
1.04,14.69,94.21,103.67,329.84,119.61,1.4,290.12,9.89
1.03,14.47,91.99,101.73,324.54,117.47,1.45,286.87,9.82
1.03,14.73,95.1,105.04,337.12,124.16,1.37,293.97,9.79
1.06,14.78,97.41,107.13,347.72,127.48,1.52,303.38,9.69
1.16,15.11,96.67,105.94,336.32,122.96,1.45,295.06,10.04
3.27,14.47,90.21,99.07,313.46,114.92,1.35,270.66,11.99
3.26,13.86,90.18,99.07,322.03,118.63,1.29,278.18,11.53
3.03,13.38,87.48,96.42,309.82,114.96,1.26,266.75,11.31
3.1,13.32,84.75,93.31,297.53,108.4,1.31,259.6,11.56
3.17,13.74,86.38,94.87,301.75,110.16,1.29,262.43,11.49
2.94,13.68,86.44,94.76,304.92,113.07,1.28,262.37,11.6
3.04,13.82,86.17,94.72,302.89,111.3,1.26,262.27,11.79
3.49,14.42,89.27,98.07,319.51,115.22,1.35,278.81,12.21
3.26,13.89,89.12,98.19,319.18,118.27,1.24,275.36,11.66
3.2,13.82,87.91,96.96,317.11,116.53,1.32,269.17,11.74
3.35,13.88,88.24,97.02,313.89,115.48,1.27,272.14,11.98
3.11,13.71,92.65,102.06,331.62,123.34,1.21,283.45,11.36
3.2,13.91,91.69,101.1,329.2,122.76,1.25,280.69,11.72
3.68,14.06,93.42,103.31,337.08,124.85,1.28,289.7,11.75
3.5,14.53,96.91,106.13,344.79,127.79,1.4,295.46,12.56
3.51,16.56,110.56,121.48,390.34,143.18,1.61,336.56,13.75
3.53,16.08,109.33,119.98,384.61,141.53,1.55,328.74,13.43
2.89,13.83,93.77,103.16,332.79,122.98,1.24,284.04,11.19
3.17,13.63,90.18,99.17,324.32,120.5,1.26,278.16,11.15
3.23,13.39,88.76,97.79,314.92,117.91,1.2,268.9,10.59
2.75,13.19,89.34,98.23,320.56,119.61,1.17,271.9,10.52
2.67,13.39,84.5,92.99,301.96,111.07,1.21,259.34,10.48
2.75,13.14,84.22,92.66,305.15,112.81,1.19,258,10.86
