" -F4279,S4280+F859,S860"," -F4279,S4280+F861,S862"," -F4279,S4280+F871,S872"," -F4279,S4280+F874,S875"," -F869,S868+F881,S882"," -F869,S868+F877,S876"," -F866,S867+F878,S879"," -F890,S889+F887,S888"," -F4282,S4283+F863,S864"
3.56,14.16,86.61,95.21,307.34,112.22,1.32,265.98,12.48
3.58,14.36,94.71,104.08,337.43,125.18,1.37,291.66,12.41
3.5,13.62,89.72,98.93,321.47,118.6,1.31,275.51,12.03
3.16,13.99,88.93,98.02,313.55,114.91,1.25,270.87,12.21
3.17,13.96,89.03,98.05,317.81,116.51,1.33,275.12,12.03
3.37,14.07,92.38,101.84,334.68,125.23,1.32,287.15,12.15
3.43,13.79,90.56,99.9,328.63,121.13,1.22,282.04,11.89
3.82,14.43,93.57,102.99,330.03,121.77,1.27,285,12.69
3.59,14.44,99.08,108.49,350.99,129.06,1.5,302.74,13.04
3.2,14.27,96.2,105.84,340.11,125.52,1.33,292.63,12.33
3.36,13.7,90.9,99.78,317.71,117.47,1.21,273.59,11.25
3.21,13.61,87.64,96.42,315.75,116.87,1.12,269.51,10.81
2.85,13.4,89.33,98.16,323.58,121.65,1.26,274.86,10.84
2.84,13.02,85.66,94.19,305.98,112.5,1.26,262.94,10.7
2.74,13.24,85.57,94.07,302.67,111.19,1.15,259.3,10.93
2.84,13.21,86.55,94.9,308.93,114.24,1.27,263.25,11.1
3.05,13.65,90.3,99.27,320.89,119.2,1.27,275.84,10.79
2.89,13.47,83.35,91.18,292.87,107.3,1.19,253.07,11.26
2.82,13.5,85.7,94.13,301.31,112.48,1.18,257.53,11.16
2.71,13.54,84.49,93.25,300.7,111.53,1.21,257.07,11.22
3.03,13.05,81.41,89.56,287.65,105.8,1.19,247.68,10.94
2.76,13.13,82.48,90.76,287.26,106.1,1.15,247.04,10.83
2.86,13.03,83.87,91.93,298.37,109.15,1.25,256.63,11.08
2.59,13.54,89.74,98.52,309.1,114.87,1.3,264.99,11.55
2.84,15.73,98.7,107.95,347.63,126.57,1.57,303.34,13.28
2.86,15.58,99.29,108.66,350.13,128.41,1.65,304.61,13.31
2.72,13.52,89.45,98.24,307.95,114.36,1.23,263.13,11.14
2.88,13.1,84.01,92.15,298.31,109.16,1.18,254.89,10.93
2.93,12.93,81.99,89.85,286.44,105.56,1.17,245.3,10.91
2.79,13.12,81.16,88.81,285.6,104.4,1.16,246.32,10.95
2.72,13.27,83.69,92.32,297.5,110.63,1.17,254.23,10.81
2.75,13.13,84.49,92.79,297.53,110.94,1.22,253.13,10.74
2.79,13.15,82.75,90.78,291.34,106.98,1.14,249.54,10.86
2.83,13.77,88.25,96.95,313.24,116.58,1.27,267.27,11.17
2.94,13.23,84.5,93.06,304.88,112.66,1.22,259.6,10.89
2.34,13.15,84.87,93.28,299.29,110.52,1.18,256.19,10.44
3.26,12.93,85.01,93.49,303.61,111.52,1.18,259.91,10.65
3.05,13.15,88.85,97.51,319.15,119.52,1.19,270.62,10.8
3.21,13.21,86.97,95.74,312.44,115.49,1.3,265.05,10.89
3.11,13.72,90.01,98.91,314.14,115.81,1.29,269.66,11.27
3.11,13.99,95.47,104.77,337.33,124.32,1.31,288.5,11.6
2.81,14.16,95.4,104.54,335.08,123.81,1.39,287.63,11.86
2.72,13.99,89.53,98.26,314.47,115.93,1.21,270.46,11.54
2.77,13.73,86.64,95.69,313.57,115.85,1.18,266.83,11.31
2.89,13.61,89.22,98.29,320.87,120.59,1.09,271.97,11.24
3.31,13.18,85.4,93.95,305.18,112.05,1.16,261.68,10.92
2.75,13.14,85.84,94.13,301.41,111.13,1.12,258.18,10.72
2.74,12.72,85.55,94.3,306.92,113.91,1.15,259.91,10.68
2.82,14.11,88.64,97.38,314.84,117.36,1.18,268.34,11.47
3.04,13.45,83.67,91.88,291.7,107.17,1.12,250.52,11.19
3.02,13.1,85.35,93.95,299.33,111.89,1.15,254.4,10.84
2.78,12.97,84.84,93.47,299.28,110.89,1.2,255.47,10.84
2.77,12.87,81.11,88.84,287.89,105.32,1.22,247.58,10.8
3,13,82.82,91,287.67,105.86,1.13,246.47,10.63
3.01,12.98,84.53,92.37,299.41,109.14,1.18,256.14,11.21
2.91,13.61,90.8,99.28,311.68,116.08,1.23,266.14,10.96
2.87,15.55,99.22,108.75,351.36,128.2,1.46,305.09,13.08
1.81,14.94,100.43,110.46,359.14,130.77,1.55,312.71,12.55
1.81,13.15,91.04,99.78,317.76,117.62,1.21,271.18,10.76
1.85,12.73,85.28,93.35,307.09,111.98,1.23,262.85,10.68
2,12.83,83.79,91.89,293.67,108.17,1.11,251.62,10.34
1.77,12.56,82.57,90.59,294.54,108.05,1.24,252.92,9.59
1.96,12.88,86.53,95.1,306.4,113.63,1.18,261.56,10.54
2,12.74,86.76,95.54,306.1,114.1,1.2,260.54,10.4
1.85,13.21,84.78,92.98,300.47,110.39,1.2,257.18,10.6
1.88,13.22,90.46,98.91,321.05,120.48,1.19,273.02,10.63
2.23,13.02,86.88,95.43,313.42,116.01,1.13,265.45,10.29
1.87,12.8,86.4,94.75,307.04,112.74,1.22,263.04,10.43
1.92,12.85,86.05,94.6,310.64,113.63,1.18,266.47,10.28
1.99,13.1,89.84,99.03,327.84,123.06,1.17,278.84,10.52
1.82,13.11,87.45,96.38,318.67,117.25,1.26,270.72,10.56
1.96,13.17,90,98.79,320.28,117.77,1.27,274.88,10.61
1.9,13.66,96.04,104.96,340.31,124.98,1.38,290.87,11.15
3.58,15.28,98,107.37,350.3,128.3,1.39,299.26,12.47
3.61,14.79,93.01,101.84,332.48,122.01,1.33,285.32,12.06
3.71,14.67,91.82,100.84,334.08,122.88,1.29,283.23,11.44
3.14,14.28,93.6,102.76,341.45,127.94,1.27,289.78,11.49
3.23,13.93,89.35,98.06,322.74,118.25,1.26,276.22,11.72
3.08,14.4,89.94,98.56,320.98,117.49,1.22,274.43,11.81
3.17,14.42,90.85,99.8,326.72,121.07,1.27,276.47,11.53
3.25,14.76,96.75,105.71,342.52,128.61,1.37,289.37,11.74
3.09,14.3,89.08,97.49,314.19,115.36,1.22,266.8,11.94
2.88,14.46,90.94,99.48,322.69,121.06,1.19,272.83,11.85
3.22,14.42,90.57,99.65,322.36,119.94,1.17,274.01,11.84
3.16,14.11,86.82,95.25,308.67,113.41,1.22,263.89,11.66
3.04,14.07,87.6,95.23,307.19,113.46,1.14,262.79,11.66
3.1,14.31,89.23,97.97,324.6,118.62,1.23,276.23,12.25
2.96,15.14,94.63,103.36,330.2,122.5,1.19,282.14,12.29
3.37,16.73,103.89,113.65,371.92,136.53,1.57,322.55,14.11
3.33,18.02,110.12,120.56,396.65,145.8,1.6,342.28,14.83
3.26,16.25,104.71,114.05,363.22,134.78,1.32,307.15,12.81
3.67,15.22,99.18,108.42,359.55,131.58,1.23,305.44,12.82
3.27,15.62,97.64,106.91,341,126.21,1.26,289.81,12.63
3.32,15.68,95.59,104.72,339.45,124.54,1.36,289.81,12.58
3.2,16.08,101.07,110.73,357.57,133.34,1.27,301.89,13.05
3.12,15.65,101.25,110.61,358.73,135.39,1.24,300.24,12.52
3.28,15.69,98.39,107.32,348.87,129.08,1.38,297.17,12.71
3.55,16.4,107.38,117.11,381.34,143.23,1.51,322.2,13.62
3.39,15.97,100.02,109.37,360.35,133.78,1.28,303.52,12.7
3.04,15.53,99.44,108.55,353.77,130.37,1.37,300.4,12.35
3.21,15.08,99.46,108.93,359.04,132.19,1.28,304.46,12.28
3.56,15.47,102,111.57,370.84,138.88,1.34,313.22,12.49
3.63,16.15,100.79,110.39,365.46,135.4,1.28,307.58,12.45
3.19,16.29,100.91,110.54,362.37,132.79,1.36,309.46,12.6
3.21,16.2,104.91,114.67,376.77,138.28,1.57,321.14,13.34
