" -F4286,S4287+F892,S893"," -F4286,S4287+F894,S895"," -F4286,S4287+F904,S905"," -F4286,S4287+F907,S908"," -F902,S901+F914,S915"," -F902,S901+F910,S909"," -F899,S900+F911,S912"," -F923,S922+F920,S921"," -F4289,S4290+F896,S897"
0.05,12.59,81.69,90.01,287.09,105.17,1.23,247.73,9.4
0.26,12.53,83.03,91.49,288.24,106.14,1.29,247.54,9.52
0.39,12.57,84.32,92.43,298.4,108.74,1.28,256.47,9.6
0.03,13.23,90.05,98.55,309.76,114.58,1.32,266.27,9.71
0.42,15.41,98.95,108.34,346.94,126.5,1.68,302.57,11.89
0.22,14.84,99.1,108.5,349.68,128.03,1.63,302.96,11.51
0.36,13.07,89.99,98.74,308.29,114.59,1.36,263.21,9.61
0.5,12.63,84.23,92.27,297.3,108.46,1.25,254.53,9.77
0.24,12.5,81.99,90.37,285.35,105.23,1.25,245.14,9.25
0.47,12.21,81.3,89,285.88,104.63,1.17,245.07,9.09
0.25,12.26,84.79,93.34,297.92,110.74,1.16,253.58,9.41
0.75,12.22,85.05,93.88,297.75,111.31,1.18,253.64,9.22
0.43,12.63,83.27,91.75,291.01,107.04,1.29,249.75,9.7
0.4,12.99,88.2,96.86,313.55,116.38,1.32,268.53,9.93
0.33,12.52,85.35,93.97,305.43,113.37,1.26,259.41,9.32
0.58,12.3,85.22,93.74,299.41,110.28,1.25,256.22,9.17
0.64,12.37,85.16,93.52,302.52,111.27,1.17,259.75,9.18
0.66,13.12,89.08,98.21,319.31,119.76,1.25,271.89,9.92
0.44,13.13,86.8,95.98,312.17,115.69,1.24,266.62,9.78
0.27,13.22,90.35,99.31,315.09,116.47,1.28,270.02,9.83
0.48,13.65,95.95,105.48,338.54,125.17,1.41,288.74,10.17
0.01,12.98,95.32,104.47,335.95,124,1.42,287.07,9.47
0.01,12.59,88.85,97.97,315.1,116.43,1.26,270.25,9.07
0.01,12.62,86.28,94.85,311.9,115.64,1.25,265.95,8.84
0.01,12.34,88.22,97.08,320.27,120.51,1.25,271.43,8.31
0.01,11.97,84.56,92.98,304.15,112,1.24,260.78,9.19
0.01,11.77,85.25,93.57,300.18,110.67,1.19,257.22,8.56
0.01,11.86,85.07,93.57,305.55,113.33,1.29,259.91,8.51
0.01,12.78,88.33,96.94,315.39,117.76,1.27,268.58,9.19
0.01,12.29,82.74,91.05,293.27,107.87,1.23,251.46,8.87
1.1,11.86,84.91,93.44,298.4,111.56,1.17,254.43,8.85
0.01,11.91,84.37,92.67,299,111.2,1.21,255.21,8.67
0.01,11.7,80.47,88.49,287.29,105.16,1.21,246.83,8.97
0.01,11.79,81.46,89.57,286.68,105.34,1.26,246.14,8.69
0.01,12.01,83.43,91.75,298.47,108.93,1.21,256.49,9.04
0.01,12.44,90.3,98.54,311.02,116.13,1.38,265.8,8.83
0.01,14.66,99.25,108.35,352.04,129.13,1.64,304.67,10.76
0.81,15.66,100.21,110.07,356.84,130.66,1.64,309.78,12.46
0.41,13.69,91.06,99.9,314.36,116.22,1.32,268.88,10.34
0.29,13.03,84.7,92.94,304.15,110.77,1.25,260.7,9.94
0.28,12.98,83.12,91.04,290.6,107.38,1.25,249.54,9.68
0.66,12.6,82.61,90.46,291.36,106.67,1.22,250.23,9.39
0.53,13.38,85.85,94.55,303.48,112.29,1.17,259.39,9.71
0.5,13.41,86.27,94.85,304.28,113.15,1.19,259.26,10.38
0.4,13.43,84.68,92.68,297.63,109.09,1.21,255.41,10.02
0.55,13.56,89.71,98.33,317.97,119.06,1.32,270.75,9.99
0.93,13.2,86.48,95.3,310.37,114.73,1.21,263.54,9.57
0.9,13.35,86.15,94.28,305.63,111.9,1.24,261.61,9.89
0.45,13.55,85.9,94.25,307.83,112.93,1.17,264.75,9.82
0.46,13.39,89.5,98.4,325.99,121.82,1.27,277.08,9.95
0.43,13.64,87.05,95.63,316.56,116.49,1.23,268.9,9.7
0.7,13.62,90.59,99.01,318.04,117.36,1.31,273.31,9.87
0.47,14.23,95.58,104.6,337.78,124.33,1.41,288.64,10.73
0.47,15.06,97.16,106.23,347.19,128.04,1.39,295.87,10.52
0.83,14.61,92.33,101.23,328.11,120.48,1.36,282.38,10.52
0.99,14.27,90.79,100,328.22,120.79,1.31,279.17,10.05
0.94,13.96,92.78,102.22,337.76,126.45,1.21,287.33,9.89
0.83,13.41,88.89,97.32,318.58,117.04,1.3,273.01,9.82
0.29,13.74,89.24,97.95,316.81,116.56,1.33,270.39,10
0.41,13.77,89.6,98.59,323.42,119.41,1.24,273.07,10.13
0.72,14.05,95.2,104.17,335.54,126.45,1.35,285.03,10.58
0.62,13.89,86.86,95.04,308.33,112.33,1.23,262.88,10.12
0.25,13.79,89.69,98.4,317.88,118.62,1.23,269.18,9.76
0.48,13.83,89.7,98.34,317.88,117.92,1.3,270.32,10.32
0.7,13.86,85.43,94.05,304.33,111.55,1.31,260.59,10.26
0.59,13.4,87.21,95.54,303.91,111.85,1.29,259.93,9.9
0.49,13.55,88.39,96.74,319.58,116.45,1.3,273.57,10.04
0.51,14.26,93.88,102.65,327.15,120.68,1.35,278.92,10.59
0.47,16.28,103.13,112.75,367.55,134.02,1.56,319.2,12.15
1.02,16.63,108.41,118.55,388.81,142.49,1.6,334.88,12.66
0.82,14.91,100.84,110.32,350.67,129.68,1.41,297.91,11.21
0.48,14.49,95.92,104.98,347,127.11,1.4,294.67,10.82
0.29,14.72,93.73,103.21,328.96,121.25,1.28,280.82,11.03
0.54,14.5,92.36,101.3,328.98,120.5,1.32,281.63,10.85
0.65,15.1,97.25,107.1,346.84,129.07,1.27,293.93,10.8
0.8,14.68,97.67,107.16,345.83,129.48,1.2,291.28,10.51
0.4,14.72,95.38,104.3,337.37,124.46,1.37,287.54,10.72
0.41,15.51,103.5,113.14,368.49,138.14,1.46,310.95,11.62
0.45,14.78,96.76,105.98,348.75,129.6,1.35,294.33,10.51
0.56,14.65,96.31,105.43,341.7,125.48,1.34,290.59,10.62
0.72,14.37,96.54,105.68,346.09,127.22,1.43,295.3,10.79
1.13,14.9,99.51,108.8,361.76,135.14,1.34,306.75,10.7
0.48,15.3,97.24,106.65,352.87,129.61,1.32,299.54,10.94
0.49,15.4,98.15,107.76,350.84,128.72,1.43,300.43,11.18
0.55,15.3,102.93,111.23,367.29,135.04,1.42,313.43,11.3
