" -F4111,S4112+F67,S68"," -F4111,S4112+F69,S70"," -F4111,S4112+F79,S80"," -F4111,S4112+F82,S83"," -F77,S76+F89,S90"," -F77,S76+F85,S84"," -F74,S75+F86,S87"," -F98,S97+F95,S96"," -F4114,S4115+F71,S72"
3.57,15.68,98.27,107.21,347.98,128.63,1.25,297.96,13.19
3.95,17.47,108.82,118.5,368.33,137.37,1.45,310.56,14.33
3.67,16.09,99.3,108.46,358.78,132.61,1.37,302.05,13.32
3.4,15.42,98.26,107.54,351.6,129.68,1.37,297.27,12.92
3.59,15.71,98.63,108.13,356.45,131.92,1.28,301.05,12.81
3.84,15.72,102.27,111.96,368.22,137.56,1.38,312.38,13.02
3.95,16.24,101.73,111.27,365.15,135.9,1.31,308.87,13.08
3.79,16.16,102.18,112.19,374.35,139.22,1.4,316.91,13.37
3.65,16.33,103.6,113.51,374.02,136.69,1.45,316.77,13.91
3.87,18.92,120.63,131.7,422.06,153.32,1.65,361.9,15.39
3.23,18.88,122.32,133.49,424.23,152.37,1.94,371.46,14.59
