" -F4118,S4119+F100,S101"," -F4118,S4119+F102,S103"," -F4118,S4119+F112,S113"," -F4118,S4119+F115,S116"," -F110,S109+F122,S123"," -F110,S109+F118,S117"," -F107,S108+F119,S120"," -F131,S130+F128,S129"," -F4121,S4122+F104,S105"
[2.71],[14.75],[90.41],[99.50],[316.24],[112.66],[1.38],[276.67],[11.73]
3.26,17.59,124.24,136.18,437.31,157.3,1.78,390.03,15.83
3.13,15.71,109.86,120.55,396.96,143.1,1.65,354.09,14.31
3.15,15.13,106.5,117.58,389.82,143.13,1.57,345.56,13.75
3.18,14.69,106.45,117.68,387.76,142.46,1.5,341.95,13.74
3.14,14.7,107.3,118.85,389.93,143.51,1.59,343.76,13.63
3.27,14.92,99.78,110.09,367.56,132.85,1.49,326.28,13.46
3.2,14.49,101.3,111.49,367.38,133.48,1.56,326.01,13.66
3.31,14.43,102.68,113.01,373.6,136.28,1.55,331.82,13.79
3.22,15.92,110.36,121.25,379.82,138.6,1.67,334.75,14.5
2.81,15.16,99.51,109.52,358.11,129,1.53,321.4,13.46
3.18,14.72,102.05,112.1,363.5,133.33,1.51,320.89,13.66
3.3,14.98,100.33,110.36,356.42,129.81,1.5,316.64,13.81
3.27,14.41,96.37,106.17,346.64,123.76,1.55,313.3,13.55
3.09,14.75,97.93,107.81,354.21,128.67,1.44,316.06,13.4
3.15,14.91,100.04,109.99,360.62,130.86,1.55,320.63,13.46
3.21,14.98,103.01,112.73,364.81,132.37,1.57,327.19,13.99
3.84,14.48,93.02,102.02,326.14,119.48,1.35,282.94,13.81
3.77,14.5,90.07,98.92,320.24,118.21,1.31,275.78,13.06
3.95,13.93,87.94,97,309.81,114.22,1.23,268.26,12.84
4.12,13.92,86.4,94.77,303.96,110.55,1.28,266.02,13.05
3.75,14.34,88.67,97.62,309.9,114.5,1.28,267.73,13.15
3.81,14.01,89.88,98.87,316.37,118.45,1.23,271.66,13.03
3.65,13.99,89.13,97.91,312.69,114.98,1.35,271.34,12.86
3.94,15.02,97.26,106.48,333.88,122.07,1.46,288.57,13.37
3.51,14.15,90.25,99.58,325.19,119.5,1.37,279.51,12.66
3.5,13.96,89.81,98.84,320.82,117.94,1.28,276.13,12.56
3.53,14.34,88.66,97.6,321.4,118.01,1.26,277.1,12.44
3.51,14.19,95.46,105.26,339.11,126.08,1.35,289.57,12.26
3.61,14.08,93.93,103.65,336.06,124.92,1.31,288.22,12.28
3.92,14.19,95.18,105,342.78,127.21,1.42,293.84,12.68
3.96,15.43,98.94,108.68,352.24,128.7,1.46,303.24,13.39
3.95,17.93,117.99,129.62,406.4,148.05,1.78,351.69,15.27
3.76,17.2,116.55,127.51,398.81,146.23,1.73,342.09,14.71
3.64,14.33,94.15,103.59,335.03,122.63,1.28,287.1,12.66
3.69,13.87,91.34,100.74,325.23,121.04,1.26,276.88,12.36
3.98,13.41,89.64,98.52,319.11,118.44,1.17,271.88,12.05
3.57,13.17,91.01,100.04,322.59,120.41,1.22,273.76,11.67
3.52,13.41,84.31,93.05,305.05,112.08,1.19,260.8,11.74
3.37,12.82,85.34,93.98,302.86,111.11,1.17,259.76,11.74
3.53,13.41,85.41,94.15,307.12,112.36,1.17,262.97,12.12
3.73,14.07,90.34,99.38,309.35,112.86,1.28,266.05,12.37
3.6,13.38,83.92,92.34,295.55,108.37,1.18,254.54,11.86
3.34,12.94,85.29,93.58,299.75,111.9,1.16,255.63,11.84
3.4,13.12,84.33,92.63,293.79,108.5,1.29,252.28,12.08
3.44,12.89,81.87,90.31,290.47,105.74,1.1,251.3,12.19
3.34,13.3,83.73,92.03,295.47,108.83,1.16,253.45,12.07
3.22,13.22,86.29,94.51,306.2,113.15,1.28,260.86,11.97
3.39,13.94,90.01,98.91,315.34,116.31,1.32,271.26,12.65
